,pos,year,player_name,Ortg,eFG,TS_per,twoPM,porpag,adjoe,adrtg,ogbpm,ast,pts,ast/tov,rimmade/(rimmade+rimmiss),gbpm,test_score
795,Wing G,2018,aj lawson,89.2,43.2,45.06,110,0.586033,94.5807,101.318,-2.59098,2.1081,9.1351,1.05404997,0.5833,-1.93401,42.01792795455014
796,Wing G,2017,aj lawson,95.9,47.0,49.49,109,1.27572,103.773,108.692,0.0373912,1.0333,11.4333,0.63264561,0.6154,-1.49917,38.41743112969377
797,Wing G,2019,aj lawson,98.4,47.7,51.1,77,2.30468,109.538,97.967,2.06548,2.8621,13.3793,1.1216443,0.5773,2.81901,46.44269752987513
798,Wing G,2020,aj lawson,103.1,50.2,54.11,78,2.42621,109.441,94.6733,2.30869,1.871,13.4194,0.93550003,0.5949,3.58121,43.65384590759389
799,Wing G,2021,aj lawson,106.1,49.3,52.09,58,3.49514,117.402,100.513,4.38714,1.2381,16.619,0.81250823,0.5641,4.72671,38.919019252395906
805,Wing G,2015,aj merriweather,103.7,52.5,56.45,85,1.43338,102.392,102.576,0.177069,1.3667,10.3,0.706926,0.6238,0.300894,42.81933446654746
806,Wing G,2014,aj merriweather,102.0,50.8,54.48,105,0.995661,99.1088,105.065,-0.69942,1.1471,9.6471,0.60001044,0.5646,-1.18006,40.90372385069264
809,Scoring PG,2018,aj mosby,115.1,57.2,60.79,101,2.95199,113.609,115.006,2.89243,3.875,15.1562,1.9375,0.6184,2.05806,51.798431255122075
811,Wing G,2020,aj oliver ii,103.3,44.6,49.41,23,1.78977,101.666,99.3534,0.162257,0.5455,11.3182,0.52175988,0.4783,0.335107,40.18577670028746
813,Wing G,2021,aj oliver ii,108.8,50.3,53.79,36,1.92889,104.153,106.748,0.0272035,1.0952,9.7143,1.27779714,0.8421,-0.774356,45.6793095394073
818,Scoring PG,2021,aj plitzuweit,114.8,54.6,60.61,76,4.46931,122.512,106.554,4.70189,3.9091,18.9545,1.68626515,0.5,3.74524,53.83273085159892
821,Wing G,2021,aj reeves,99.4,46.0,50.26,31,1.60125,100.205,98.2996,0.605364,1.6923,9.6154,1.15791988,0.4615,1.91827,44.62864359686797
823,Wing G,2022,aj reeves,110.9,49.2,52.0,30,2.65712,116.357,98.5508,3.74032,1.9643,9.8929,2.29179794,0.4857,4.51103,45.791464506983075
824,Wing G,2016,aj riley,96.6,45.3,51.41,67,1.17534,104.144,108.967,0.0872799,2.0,9.9286,0.93331467,0.5542,-1.40486,48.46651740812774
829,Scoring PG,2011,aj rompza,97.4,47.2,51.47,37,0.883189,96.5108,98.2482,-0.613335,3.0333,6.6,1.51664996,0.6341,-0.0751088,52.37769088188169
830,Scoring PG,2010,aj slaughter,112.4,50.6,56.45,105,4.1853,119.281,101.582,4.52084,4.3235,17.5,1.59780488,0.5632,4.93694,56.34289603776729
834,Wing G,2014,aj spencer,108.9,48.7,52.25,94,1.59273,104.446,107.2,-0.649147,1.7333,8.9,1.52942738,0.6706,-0.712735,46.68509865243029
835,Wing G,2016,aj spencer,97.7,47.5,48.79,72,0.688259,95.8199,105.748,-1.61757,1.3939,7.6061,1.48381947,0.5352,-2.09916,39.916322913303404
836,Wing G,2021,aj staton mccray,83.5,37.4,41.74,28,-0.0887667,84.2746,101.191,-2.82558,1.7368,9.8421,0.94283694,0.449,-2.02821,42.419782873920624
842,Wing G,2016,aj turner,91.3,41.3,44.19,29,-0.203325,85.7812,99.1168,-1.60814,1.5556,5.8148,2.10017555,0.6774,0.291579,45.40930003449288
845,Wing G,2020,aj turner,92.5,42.6,44.53,36,0.283277,88.7101,102.467,-0.753142,1.5333,5.0667,2.87511737,0.6563,0.0492927,45.77815640150851
848,Scoring PG,2019,aj walker,98.9,49.1,52.13,59,1.05338,98.924,107.686,-1.79358,2.5,8.5312,1.66666667,0.5143,-2.25166,46.458927864844
852,Scoring PG,2013,aj walton,94.8,43.3,46.58,85,1.03673,96.0,92.3933,-1.31086,3.5833,7.0556,1.76708747,0.5385,2.15928,52.03032581143897
853,Scoring PG,2012,aj walton,84.8,33.8,41.17,39,-0.00493751,85.631,91.0548,-3.3279,2.7568,3.7838,1.37839997,0.4444,-0.134,55.645958578142654
875,Scoring PG,2022,ajay mitchell,112.5,55.7,59.9,91,2.66848,109.459,105.3,0.341225,3.7407,11.5556,2.10411749,0.6333,0.406095,54.42816203363684
876,Wing G,2019,ajay sanders,108.3,50.9,52.88,33,1.03274,98.1468,106.689,0.705089,1.0882,7.6176,0.92494688,0.5778,0.527334,40.48118566236003
877,Wing G,2018,ajay sanders,86.9,43.1,44.44,13,-0.769018,78.1522,108.543,-3.3443,1.2188,4.8125,0.88639996,0.75,-3.94095,41.33711393799766
889,Scoring PG,2010,akeem bennett,90.4,42.9,48.75,104,1.29824,96.2946,99.6674,-0.297159,4.0345,14.5172,0.95121902,0.4913,0.307551,51.724606578219564
890,Wing G,2011,akeem ellis,97.0,49.3,50.92,65,1.00421,94.719,108.689,-0.277148,1.8889,13.1111,0.75000992,0.4789,-2.10517,37.597404642423356
891,Wing G,2012,akeem ellis,104.7,55.8,57.11,71,2.28024,107.254,115.606,1.49304,3.5185,12.8889,1.28379614,0.6125,-1.2788,46.68891347851633
899,Wing G,2011,akeem richmond,101.2,45.6,47.33,33,1.1469,97.9983,102.029,-0.0131701,0.7353,9.2647,1.04164895,0.4643,-0.511675,36.84915753573352
901,Wing G,2016,akeem springs,108.6,53.7,56.69,103,2.13201,107.14,106.287,1.26523,1.5667,13.0333,1.06818029,0.6417,0.800188,41.86754661325285
902,Wing G,2015,akeem springs,96.3,46.8,50.93,76,1.0479,97.0804,107.504,-0.510078,1.7143,10.3214,0.90564744,0.5612,-2.55487,43.98930961179117
903,Wing G,2017,akeem springs,104.8,50.6,52.18,35,1.66601,108.399,95.6471,2.91837,1.3438,9.4688,1.43338661,0.6216,4.00846,40.49552096445693
905,Scoring PG,2014,akeem williams,94.5,44.9,50.12,90,1.96536,105.887,111.564,1.66521,3.4444,15.8889,1.03333032,0.4844,-0.23218,48.877099691591674
913,Wing G,2019,akim mitchell,124.6,59.1,62.67,76,2.36545,109.65,109.218,1.01807,1.2,9.4857,1.40007004,0.6711,0.448135,45.14433247624757
914,Wing G,2018,akim mitchell,114.2,53.4,58.14,69,1.0272,98.9172,111.001,-1.15774,1.4857,8.1429,1.33330341,0.5976,-2.01208,46.50729912179196
916,Scoring PG,2018,ako adams,98.1,47.7,52.97,41,1.34737,100.868,111.845,-0.813218,3.1935,10.5806,1.20728112,0.5313,-2.51726,51.49002886922154
919,Scoring PG,2020,ako adams,111.5,53.5,57.85,19,2.54322,111.943,111.045,2.63811,2.3548,11.0323,1.73811633,0.48,0.452945,48.37781031553137
931,Wing G,2022,akrum ahemed,88.7,43.6,45.95,37,-0.0846981,84.1852,106.454,-3.60079,1.0625,5.875,1.0625,0.6216,-4.33656,41.324169582997754
933,Wing G,2013,aksel bolin,99.8,48.8,52.12,47,0.851522,94.5029,101.675,-0.442261,1.3793,7.3448,0.95235793,0.6604,-0.0464042,44.17642858866533
939,Wing G,2018,akwasi yeboah,107.1,53.8,58.89,94,2.47781,112.731,102.993,2.66312,1.375,15.2188,0.59459459,0.6339,2.67184,42.53432900450194
948,Wing G,2017,al freeman,110.7,51.9,57.79,46,2.37186,117.099,97.7298,2.87915,1.1562,9.4688,0.78717327,0.5926,3.55327,46.63060327442731
949,Wing G,2016,al freeman,114.4,50.0,55.59,72,3.08139,117.647,101.832,3.03934,1.697,11.303,1.24449986,0.5862,3.28692,48.93265563239425
968,Wing G,2013,alan michael thompson,115.0,56.8,59.28,36,1.82224,106.119,109.839,1.16354,0.5517,9.2759,0.66662638,0.6571,-0.530424,39.48548683797565
969,Wing G,2019,alan vest,112.6,58.3,59.47,36,0.806355,97.5336,101.171,-0.189379,0.9143,4.9429,1.10342751,0.6304,1.02664,40.01448593504775
975,Wing G,2015,alandise harris,108.4,49.8,54.34,87,1.69292,110.365,95.4705,2.11089,1.5143,7.6,1.2927267,0.6024,4.85764,46.83666787044788
980,Scoring PG,2020,alani moore ii,104.8,52.1,54.85,15,1.54823,99.4955,96.7563,0.0781291,2.6129,8.3548,1.88371426,0.4348,1.73398,46.472091481829914
983,Wing G,2015,alante fenner,86.9,42.8,46.47,82,0.217204,89.9414,103.817,-1.18159,1.4516,9.1935,0.67163281,0.4762,-1.30174,40.77622705210365
985,Wing G,2018,alante fenner,98.6,45.2,50.8,86,1.20494,101.046,115.534,-0.409749,2.3548,14.0323,1.1060592,0.483,-2.74027,46.019441119781234
997,Wing G,2019,albert almanza,107.6,48.5,51.74,26,0.69062,96.7215,108.902,-1.53212,0.8182,6.0909,1.34994219,0.4762,-2.28558,41.69036051996774
1007,Scoring PG,2014,albert thomas,82.9,39.7,43.04,31,-1.29631,73.7768,117.252,-4.24277,2.2692,3.7308,1.43902599,0.4545,-6.08142,46.52524890798073
1009,Wing G,2010,alberto estwick,93.3,47.8,48.11,43,0.335132,89.575,108.529,-1.92268,1.1429,7.2857,0.86491596,0.65,-2.27975,37.84168956266834
1011,Wing G,2011,alberto estwick,100.2,48.9,49.77,51,1.26936,97.8222,111.371,0.354998,1.9643,10.0714,1.14583211,0.45,-1.38137,39.61854574858369
1023,Wing G,2010,alec burks,117.0,56.7,62.49,144,5.0314,133.419,103.123,6.88621,1.75,17.4286,0.875,0.6438,6.14104,47.51621482643146
1024,Wing G,2011,alec burks,116.2,49.8,57.71,215,5.61344,137.983,101.415,7.64884,2.973,20.5135,1.13404034,0.6559,7.23727,54.741606416524625
1026,Wing G,2016,alec kobre,127.7,65.2,68.26,34,3.48049,124.355,110.698,4.586,0.8571,13.0952,0.89993698,0.75,3.64508,41.77448037880092
1046,Scoring PG,2010,aleek pauline,83.4,42.6,47.74,44,-0.864626,78.1404,108.73,-3.42228,3.9167,7.1667,1.13255061,0.4643,-4.27812,52.57272069652274
1047,Scoring PG,2011,aleek pauline,91.9,45.8,51.36,68,0.0803941,86.9115,112.736,-2.40569,5.3226,8.8065,1.4865106,0.5169,-4.28374,59.444125740132364
1064,Scoring PG,2018,aleksa jugovic,112.3,56.6,60.97,44,2.2519,109.119,108.162,1.31004,3.087,12.3478,1.47915671,0.5902,0.185847,50.076002497437806
1066,Scoring PG,2016,aleksa jugovic,114.7,56.3,60.59,43,2.40371,109.18,113.764,2.00846,2.8276,12.1034,1.70831319,0.4848,0.359763,49.05830224796677
1100,Wing G,2019,alex arians,122.9,62.1,64.81,56,1.69404,104.366,104.008,0.108691,2.1212,6.2424,2.0,0.7,1.1452,48.85376662282269
1101,Wing G,2022,alex arians,113.2,56.6,61.52,57,1.39883,100.335,104.231,0.562584,2.0571,8.0857,1.6743448,0.6066,0.729794,49.42094816988806
1102,Wing G,2020,alex arians,103.2,51.9,55.48,57,0.963961,94.6856,101.78,-0.737711,1.9062,9.125,1.15094795,0.5625,-0.599638,44.46788524375616
1103,Wing G,2021,alex arians,116.0,59.5,65.94,44,2.45015,107.384,106.75,0.87074,2.5217,10.4783,1.41461901,0.5641,0.0937494,52.5839421066593
1105,Wing G,2013,alex austin,106.2,55.0,57.71,63,1.5936,104.535,108.991,0.888705,1.0968,9.3548,0.91897774,0.7097,-0.593984,41.992332160338506
1109,Scoring PG,2021,alex barcello,123.3,60.5,64.69,89,5.21619,132.343,92.8554,6.71602,4.3333,16.0741,2.12729516,0.6607,9.28504,56.64630721247951
1121,Scoring PG,2020,alex caldwell,95.4,46.7,50.34,80,1.10182,95.5036,113.949,-0.46151,3.0645,11.7097,1.37680836,0.5294,-2.89525,47.716019209437796
1126,Scoring PG,2013,alex caruso,87.7,41.3,45.13,49,0.504046,91.2602,90.3475,-1.46725,3.3939,5.5152,1.49333384,0.5556,2.93465,52.38377967738897
1129,Scoring PG,2019,alex copeland,113.9,55.8,59.84,128,3.16174,119.436,104.185,2.46563,3.3667,14.1333,1.83641518,0.6395,2.48334,51.12550095338258
1136,Wing G,2012,alex dragicevich,104.4,50.0,53.39,33,1.40874,105.456,100.034,1.53671,1.2059,6.6471,1.41388195,0.6087,1.27274,44.61330904188478
1139,Wing G,2022,alex ducas,105.3,52.4,54.84,54,2.1011,105.602,91.5586,1.544,0.8824,10.2941,0.76924418,0.5417,3.2496,38.672217591073874
1163,Wing G,2011,alex garcia mendoza,106.3,48.9,54.9,73,1.44013,102.4,107.442,0.469228,1.0294,9.0,0.83331987,0.5867,-0.442436,46.2163834165225
1164,Wing G,2010,alex garcia mendoza,103.4,48.5,53.94,84,1.7512,102.736,111.046,0.0121806,1.0,11.0,0.62223881,0.6019,-2.04503,44.321006891438245
1175,Scoring PG,2016,alex hamilton,113.2,53.1,58.26,166,4.19094,122.238,101.515,4.92966,6.2581,20.0645,1.94001487,0.6479,6.54106,61.1676110092705
1177,Scoring PG,2015,alex harris,96.9,45.7,50.24,104,2.41511,108.945,106.205,2.10325,3.5,15.75,1.27272727,0.5949,1.88615,49.868768274176034
1180,Scoring PG,2011,alex harris,100.7,45.4,50.38,57,1.11141,100.615,108.934,-0.369979,2.1333,6.3667,1.64100011,0.5542,-0.470838,50.67565995472551
1191,Wing G,2020,alex hobbs,98.7,49.1,52.38,76,1.07384,97.4235,99.0618,-1.07331,2.1562,8.2812,1.4081765,0.6615,-0.301586,46.728857125293985
1193,Wing G,2019,alex hobbs,108.3,52.9,56.76,96,2.3302,109.307,105.872,1.4654,1.9667,12.0667,1.37214814,0.6308,1.14251,45.8950944047243
1202,Scoring PG,2022,alex hunter,121.6,58.6,59.27,46,3.65688,118.795,105.277,4.36522,3.0588,13.4118,3.35468293,0.5333,3.56839,46.934130931742416
1229,Scoring PG,2022,alex lomax,96.5,46.3,52.01,47,1.02303,96.3898,91.9596,0.0539519,4.0714,6.1429,1.65215286,0.5227,3.32445,57.848399481217584
1244,Scoring PG,2014,alex mitola,114.2,54.6,58.71,35,2.73667,112.751,112.878,2.57917,2.6154,12.0769,1.58144882,0.4,0.603114,47.599811380771655
1246,Wing G,2022,alex morales,110.5,50.6,54.59,137,3.53719,115.588,96.3035,5.13606,3.8462,17.6154,1.47059719,0.5538,6.53747,50.09385182147607
1247,Wing G,2021,alex morales,104.2,47.5,51.28,104,3.06317,110.66,103.288,3.33316,4.25,16.75,1.32812498,0.5,3.3703,50.895817103574764
1248,Wing G,2020,alex morales,94.4,47.1,51.01,110,1.67544,101.421,112.527,0.433586,3.1071,13.6071,0.91576528,0.529,-1.67927,47.03130351693673
1253,Wing G,2022,alex o'connell,101.9,51.0,53.88,80,2.25133,105.548,93.0767,1.17942,2.0857,11.7714,1.10606144,0.6515,3.15347,44.38644232141443
1288,Wing G,2018,alex petrie,103.5,53.6,58.36,88,2.1515,112.538,114.918,2.72036,0.7419,15.0323,0.39652593,0.5273,-1.16329,38.43785385062694
1289,Wing G,2019,alex petrie,100.4,49.6,52.0,90,1.84854,111.748,118.835,3.20592,1.0333,14.5333,0.93936365,0.4925,-1.92214,36.27615130465556
1291,Wing G,2013,alex phillips,93.2,50.8,55.09,65,0.677621,94.715,120.659,-2.36083,1.3103,7.9655,0.59372879,0.5915,-7.15211,43.93150551432728
1296,Wing G,2016,alex ramon,102.1,54.1,57.18,42,0.760584,97.5712,113.075,-1.08947,1.4483,6.8276,0.93336341,0.6,-2.7163,43.52630635278608
1307,Wing G,2021,alex rivera,107.4,51.1,53.55,25,0.873217,94.1201,107.789,-1.78264,1.7778,9.0,1.45459001,0.6429,-2.58824,43.73898047087043
1308,Wing G,2019,alex rivera,104.4,52.1,53.89,34,0.974767,98.7468,113.823,-0.47476,1.5667,9.2333,1.20515388,0.6071,-2.52772,41.188717621708875
1314,Wing G,2012,alex rosenberg,90.9,47.6,50.8,46,0.466122,91.023,98.9559,-1.95951,1.6429,7.1786,0.80704422,0.541,-1.22159,42.84058907093707
1316,Wing G,2014,alex rosenberg,118.9,51.0,61.8,79,4.25434,131.208,103.585,5.24551,1.2424,15.9091,0.75922761,0.5141,4.53282,52.6058105766049
1317,Wing G,2016,alex rosenberg,109.8,48.1,53.73,84,2.86771,116.582,106.443,2.43466,1.931,13.6207,1.3658226,0.5143,0.78676,47.43181473967221
1319,Scoring PG,2010,alex rubin,112.4,48.6,50.87,7,1.14338,98.0005,100.629,-0.275637,2.1212,4.8788,3.33312404,0.3333,1.70824,47.04429526494117
1353,Scoring PG,2021,alex watson,104.6,51.0,55.46,24,0.825167,94.2652,115.073,-2.22892,2.3889,7.3333,1.59260003,0.5,-3.39218,49.18074394348533
1359,Wing G,2011,alex young,103.8,50.7,54.38,187,3.8622,116.639,104.652,3.16102,2.2903,19.6129,0.6573954,0.634,2.20457,42.98844088759399
1360,Wing G,2012,alex young,109.1,47.9,53.74,150,4.45059,124.737,106.011,6.18384,2.1,20.6667,0.82895826,0.5542,5.30566,45.64684884347754
1361,Wing G,2010,alex young,109.3,56.1,58.01,160,3.52332,117.977,101.445,3.41786,1.1471,18.4706,0.51317494,0.634,2.49532,35.63405406185682
1362,Scoring PG,2016,alex young,109.8,50.0,52.86,97,2.48392,111.897,96.0483,2.03531,4.3889,10.6111,2.77199509,0.5422,4.65872,54.75009432891292
1363,Scoring PG,2015,alex young,102.7,45.1,49.29,66,1.75407,104.334,97.9448,0.633862,3.6333,9.4333,2.2245149,0.4902,2.24796,53.238451222379325
1365,Scoring PG,2013,alex young,103.2,42.9,48.49,81,1.66454,101.996,100.852,0.373314,3.8571,9.1714,2.54711751,0.4932,0.905584,57.103683228174184
1368,Wing G,2018,alexander aka gorski,90.2,46.0,49.17,21,-0.0449073,87.2079,104.479,-2.80177,1.0,6.8065,0.91174328,0.7273,-3.94815,42.30470939290266
1373,Scoring PG,2014,alexander barlow,106.8,46.3,49.11,31,1.3388,100.162,95.5483,-0.917982,3.5667,6.6667,2.97224987,0.4828,3.43568,52.88910020726646
1388,Wing G,2022,alfonso plummer,116.6,55.9,59.61,56,3.86414,122.611,97.9245,3.76946,1.0606,14.6061,0.81396782,0.5769,3.6727,41.31139797384932
1392,Wing G,2014,alfonzo houston,104.4,43.2,51.69,95,1.17282,101.417,103.12,-0.752471,1.1562,9.375,0.94863809,0.5274,-1.23567,49.63022583031142
1425,Wing G,2022,alijah martin,113.4,57.6,59.86,70,3.04212,114.645,98.0318,4.05079,1.4242,13.9091,0.82452383,0.5978,5.49158,39.74177585286974
1450,Wing G,2019,allante holston,92.6,48.5,52.12,40,-0.205097,84.6966,106.617,-1.79093,0.8387,4.129,0.7222079,0.5424,-1.89127,42.184062792483125
1456,Wing G,2020,allen betrand,103.1,50.9,55.58,105,2.36488,108.822,108.114,1.41157,1.3548,13.8065,0.56755058,0.5467,-0.744515,42.241547868675084
1457,Wing G,2013,allen crabbe,108.7,52.8,56.83,151,4.68127,122.641,92.3083,5.72903,2.6364,18.3939,1.04818706,0.6703,7.75047,47.19836406737701
1459,Wing G,2011,allen crabbe,112.6,54.5,58.2,77,3.26936,114.666,97.003,4.55669,1.9677,13.3548,1.3260328,0.7692,5.94279,47.229930069562435
1466,Wing G,2021,allen flanigan,104.5,53.7,58.8,78,3.18331,115.742,98.4593,2.47709,2.8889,14.2593,0.87640691,0.6867,2.69427,50.372432235882656
1475,Wing G,2014,allen payne,101.5,48.1,52.81,80,1.20569,100.66,101.823,0.747723,1.7,7.6333,0.98078814,0.5714,1.51072,46.925636823552445
1476,Wing G,2013,allen payne,93.0,47.6,50.87,80,0.661044,92.43,98.666,-1.43208,1.2812,7.6875,0.70686899,0.6703,-0.7284,42.7674186660058
1477,Wing G,2011,allen payne,76.7,37.7,43.19,37,-0.601658,78.3059,101.213,-3.5119,0.8333,5.5667,0.4098264,0.4394,-3.68845,42.509094447224726
1482,Wing G,2011,allen roberts,91.6,48.3,52.98,68,0.727905,95.16,107.949,-2.06721,1.375,7.9375,0.63769597,0.5513,-3.96015,44.15283421436567
1486,Scoring PG,2010,allen smith,90.6,44.8,47.7,14,-0.369271,81.3216,104.563,-2.11765,1.9091,5.0303,1.28576245,0.4231,-1.93996,43.763987301040416
1487,Scoring PG,2011,allen smith,98.6,48.4,51.4,40,1.17619,95.7655,117.989,0.285223,3.0323,12.0,1.46878172,0.3654,-2.94801,45.19766896870255
1492,Wing G,2022,allin blunt,104.2,50.0,52.99,89,1.6039,99.2595,108.555,-0.542091,1.6774,11.6452,1.0,0.619,-2.14384,42.67202314176387
1493,Wing G,2021,allin blunt,84.2,37.9,42.43,25,-0.863745,76.6981,111.692,-3.79829,1.087,6.0435,0.78128372,0.3659,-5.95603,41.53609115977022
1499,Wing G,2016,allonzo trier,113.0,54.2,60.29,82,3.23805,122.128,96.9332,3.64186,1.1111,14.7778,0.57692506,0.6824,4.55576,44.75267650368972
1501,Scoring PG,2010,allyn cooks,83.9,40.9,44.61,53,-0.286708,82.5806,106.936,-4.39352,2.5667,7.4667,1.05482265,0.4286,-5.9879,45.62664530361015
1502,Scoring PG,2011,allyn cooks,103.0,49.2,52.33,49,1.08325,96.5564,113.195,-1.4236,3.0,9.0385,1.6956817,0.5,-2.91015,48.54079049297022
1528,Scoring PG,2021,alonzo verge jr,95.8,43.8,49.19,84,2.70705,111.735,98.2498,2.14277,3.7826,13.9565,1.55355679,0.4904,2.49895,52.98226212357241
1535,Scoring PG,2012,aloys cabell,103.0,47.0,51.61,72,2.25803,111.739,109.984,2.37521,2.4828,12.3448,1.2414,0.4556,0.426493,47.21381403813371
1542,Wing G,2017,alpha diallo,97.4,43.8,51.11,50,0.684783,97.0638,94.0982,-1.67846,1.1818,5.7273,0.95122341,0.5714,0.884413,49.59139079273139
1549,Wing G,2010,alphonso dawson,93.8,42.0,43.34,94,1.49828,98.6615,107.731,1.60725,1.8,12.1333,0.98183601,0.5362,-0.374507,39.58949305673278
1559,Scoring PG,2020,alterique gilbert,92.4,41.6,45.45,50,1.20511,98.5348,96.0778,-0.126677,3.7667,8.5,1.614323,0.4058,0.388425,51.578861433342894
1560,Scoring PG,2019,alterique gilbert,101.3,45.7,50.0,64,2.24146,109.539,101.6,1.73189,3.64,12.64,1.56896561,0.4333,2.28007,50.58456043231703
1561,Scoring PG,2021,alterique gilbert,93.6,41.6,45.57,46,1.81979,102.524,97.4981,0.551248,4.1364,10.3182,1.8571366,0.4821,1.61107,53.832150984941464
1563,Scoring PG,2022,alvaro cardenas torre,92.6,51.8,53.32,37,0.482479,90.5755,110.711,-3.4269,2.6129,6.4839,1.37289826,0.4103,-4.56798,43.67692341297806
1565,Wing G,2012,alvin abreu,92.1,46.5,49.12,81,0.805914,92.1973,104.123,-0.500446,1.6071,13.3214,0.64284,0.55,-1.28158,38.237382516858716
1575,Wing G,2012,alwayne bigby,74.8,39.8,41.73,32,-1.24619,69.8491,101.295,-4.52638,1.2581,3.3226,0.67242116,0.5319,-3.74737,40.221736564209735
1584,Wing G,2012,alzee williams,106.0,46.4,51.49,112,1.70795,100.906,104.185,0.244026,1.7586,10.4138,1.30770375,0.6559,-0.24134,48.167651520719176
1587,Wing G,2013,alzee williams,103.8,43.1,49.57,98,1.79311,100.102,111.165,0.30658,1.3846,11.4615,1.05880554,0.5574,-1.69986,47.76613756551228
1620,Scoring PG,2018,amar stukes,110.2,50.7,56.75,70,1.6487,101.573,105.964,-1.2558,3.0938,8.4688,2.02050677,0.4756,-0.201901,54.544075891782626
1621,Scoring PG,2017,amar stukes,116.4,53.3,59.61,76,2.62813,112.314,109.83,0.377346,4.3,8.0667,2.43391641,0.6579,0.366918,63.21222788511682
1622,Scoring PG,2016,amar stukes,86.4,34.2,38.35,37,-0.54584,82.8624,109.906,-4.67722,3.3,5.6667,2.47506185,0.3647,-5.05842,51.45831510407531
1624,Wing G,2021,amari davis,101.2,45.2,50.09,136,2.41102,105.449,110.557,-0.367985,1.88,17.24,1.23684212,0.5508,-2.16791,43.45456082278322
1625,Wing G,2020,amari davis,103.9,50.3,53.53,199,2.4342,109.607,112.063,0.409079,1.5152,15.7879,0.90910183,0.6531,-2.09163,40.68428972081199
1626,Wing G,2022,amari davis,97.8,43.8,48.8,94,1.53118,101.768,105.285,-1.20263,1.0625,9.0312,0.85,0.6133,-1.71508,45.183934463920934
1645,Scoring PG,2012,amaurys fermin,95.0,43.9,46.59,74,1.15006,96.905,107.151,-0.374797,3.5484,9.6129,1.52777064,0.403,-2.575,48.35243740774505
1648,Wing G,2015,ambrose mosley,107.1,49.1,50.88,18,1.13563,102.051,97.6491,0.672512,0.8286,7.1143,1.20840016,0.5238,1.07495,39.06188090711938
1649,Wing G,2017,ambrose mosley,127.4,60.7,61.28,24,2.42651,116.213,107.742,3.31561,1.2286,8.2286,1.9545021,0.6333,2.94732,41.413734541023786
1654,Wing G,2016,ameen tanksley,109.6,49.4,55.37,104,2.95588,112.812,105.974,2.19213,1.4242,15.8182,0.71210003,0.5379,1.41622,44.30906423104022
1655,Wing G,2015,ameen tanksley,110.5,54.0,57.13,106,2.79978,112.382,103.02,3.37492,1.4412,16.2059,0.72060001,0.5847,2.63959,39.344747656919
1658,Wing G,2012,ameer ali,92.3,50.6,54.22,54,0.448677,91.4225,103.016,-0.474932,1.3793,7.3448,0.597022,0.55,-0.567405,42.263148236643275
1665,Wing G,2021,ameka akaya,87.5,50.0,52.48,42,0.265517,88.8651,110.068,-3.23642,1.32,6.2,0.82500002,0.587,-4.8873,41.5555477622547
1687,Wing G,2020,amin adamu,85.1,46.3,49.43,127,0.541079,90.9248,98.5583,-2.44994,1.4138,11.7241,0.49397298,0.6486,-2.51655,39.287607147612256
1688,Wing G,2021,amin adamu,97.8,50.4,55.54,101,1.77935,102.041,101.553,-0.0852893,1.5,14.7273,0.55932585,0.6184,0.387105,42.35426007156599
1689,Wing G,2022,amin adamu,107.7,54.7,57.26,122,1.83572,104.542,102.384,1.09468,1.697,11.3636,1.05659677,0.6277,0.890509,41.99994556719188
