,pos,year,player_name,Ortg,eFG,TS_per,AST_per,porpag,adjoe,ogbpm,ast,season,dporpag,test_score
1126,Scoring PG,2013,alex caruso,87.7,41.3,45.13,27.9,0.504046,91.2602,-1.46725,3.3939,4,2.97941,39.17592122826784
1127,Pure PG,2015,alex caruso,101.1,52.0,55.19,34.8,2.01441,105.969,1.90847,5.5152,2,4.06248,40.06929895537061
1128,Combo G,2018,alex copeland,99.9,48.7,53.76,19.8,1.32454,102.113,-0.987534,2.7333,2,1.95983,37.648431652588144
1129,Scoring PG,2019,alex copeland,113.9,55.8,59.84,20.3,3.16174,119.436,2.46563,3.3667,1,2.49883,38.1099963556864
1130,Combo G,2017,alex copeland,108.7,52.3,55.86,17.5,2.33902,114.913,1.74072,1.9643,3,1.79088,41.09248338674871
1173,Combo G,2014,alex hamilton,108.2,50.4,55.97,18.6,2.61186,115.285,2.89072,2.7222,3,3.43637,46.45578871451842
1175,Scoring PG,2016,alex hamilton,113.2,53.1,58.26,35.6,4.19094,122.238,4.92966,6.2581,1,3.35139,42.376111836455465
1176,Combo G,2015,alex hamilton,104.6,47.6,53.67,16.9,2.58835,112.016,2.18346,2.6111,2,2.99268,42.704320816301234
1177,Scoring PG,2015,alex harris,96.9,45.7,50.24,27.4,2.41511,108.945,2.10325,3.5,1,2.3733,36.06004291166298
1178,Combo G,2013,alex harris,107.0,50.2,52.8,13.6,1.70816,100.057,1.32225,2.4333,3,2.11533,41.79654349572558
1179,Combo G,2014,alex harris,102.5,47.5,52.02,16.5,2.29966,108.44,1.86356,2.4444,2,2.4652,40.05884564376676
1180,Scoring PG,2011,alex harris,100.7,45.4,50.38,20.0,1.11141,100.615,-0.369979,2.1333,4,1.39319,42.6153405281377
1190,Combo G,2018,alex hobbs,96.6,50.0,53.42,18.8,0.883103,97.9333,-1.55392,2.5625,3,2.62533,38.79782481240181
1198,Combo G,2020,alex hunter,116.6,54.2,55.3,20.0,2.32847,106.067,1.65248,3.6562,2,3.20858,35.54463646564619
1199,Combo G,2019,alex hunter,117.5,54.7,56.14,17.0,2.23167,106.67,0.196117,3.2727,3,3.38214,36.572664289861216
1201,Combo G,2021,alex hunter,123.1,61.8,63.51,18.7,3.39557,115.284,2.98363,3.64,1,2.70028,38.7636793724273
1202,Scoring PG,2022,alex hunter,121.6,58.6,59.27,17.9,3.65688,118.795,4.36522,3.0588,1,2.42215,36.43734701066014
1208,Combo G,2011,alex johnson,104.2,49.7,53.81,16.7,1.91638,104.236,2.20559,2.3571,1,1.50371,39.109978434495005
1228,Pure PG,2020,alex lomax,98.4,47.7,54.17,33.3,1.26638,100.527,-0.208356,4.2581,3,3.45427,44.0714062816359
1229,Scoring PG,2022,alex lomax,96.5,46.3,52.01,25.4,1.02303,96.3898,0.0539519,4.0714,1,3.29825,38.14145409233937
1237,Combo G,2011,alex marcotullio,110.6,54.8,56.84,17.4,1.7166,107.842,1.38554,2.1471,3,2.13802,40.5344238423843
1242,Combo G,2013,alex mitola,98.2,50.2,53.75,14.6,1.35528,97.1218,0.280294,2.0,4,2.1125,46.73262523267674
1243,Combo G,2015,alex mitola,112.9,50.3,54.59,17.6,2.79297,110.94,3.04562,2.7241,2,2.32582,41.70098273690973
1244,Scoring PG,2014,alex mitola,114.2,54.6,58.71,17.4,2.73667,112.751,2.57917,2.6154,3,1.8817,45.75378499151414
1306,Combo G,2022,alex rivera,104.2,52.3,52.87,17.5,0.771559,94.1617,-1.5037,2.5385,2,1.7279,31.461321252427673
1309,Pure PG,2017,alex robinson,100.5,46.2,48.71,32.6,2.49524,109.708,1.41767,5.8462,2,3.67578,33.04827408355921
1310,Pure PG,2019,alex robinson,99.8,47.7,50.64,37.3,2.76637,110.651,0.866869,6.8649,1,4.08599,30.475920199319226
1311,Pure PG,2018,alex robinson,98.7,48.6,50.39,31.1,1.98917,106.074,0.262534,6.129,2,3.09197,32.269027478994104
1318,Combo G,2011,alex rubin,93.8,46.6,48.06,12.4,-0.346214,81.7314,-3.4111,1.3548,1,1.87305,27.42357119107849
1319,Scoring PG,2010,alex rubin,112.4,48.6,50.87,14.5,1.14338,98.0005,-0.275637,2.1212,2,2.40976,32.708390670455216
1341,Pure PG,2012,alex tucker,93.2,42.0,47.38,32.3,0.339763,89.8093,-2.57486,4.0345,1,1.96221,30.305670914343324
1342,Pure PG,2010,alex tucker,104.9,46.2,51.91,34.2,1.35457,101.146,0.0712864,4.8214,3,1.66014,40.74682360144365
1343,Pure PG,2011,alex tucker,101.3,38.2,48.79,31.2,1.27138,99.9957,-0.290645,4.2667,2,1.95555,42.38182403730999
1348,Combo G,2019,alex vilarino,100.6,50.9,54.01,14.2,0.602566,95.4965,-1.6117,1.8788,4,1.4594,42.047865847630064
1353,Scoring PG,2021,alex watson,104.6,51.0,55.46,17.7,0.825167,94.2652,-2.22892,2.3889,1,1.11576,33.856441566060035
1354,Combo G,2022,alex watson,96.3,51.8,53.75,8.6,0.14444,87.0343,-2.18609,1.3,1,0.766852,33.37883756916275
1362,Scoring PG,2016,alex young,109.8,50.0,52.86,28.8,2.48392,111.897,2.03531,4.3889,1,3.40937,32.464028271893454
1363,Scoring PG,2015,alex young,102.7,45.1,49.29,24.4,1.75407,104.334,0.633862,3.6333,2,3.04666,35.36036721836629
1364,Pure PG,2014,alex young,101.8,44.4,48.31,31.1,1.32229,101.434,0.0460041,4.7273,3,3.04234,36.433596064557925
1365,Scoring PG,2013,alex young,103.2,42.9,48.49,26.9,1.66454,101.996,0.373314,3.8571,4,2.48932,42.70168189662426
1366,Combo G,2010,alex zampier,98.4,45.8,52.25,20.2,2.41611,108.331,2.40358,2.3793,1,2.36134,41.21269504224515
1371,Combo G,2015,alexander barlow,106.1,52.1,55.89,15.2,1.7617,102.618,0.203888,2.5882,1,4.88939,36.35725557704762
1373,Scoring PG,2014,alexander barlow,106.8,46.3,49.11,20.8,1.3388,100.162,-0.917982,3.5667,2,3.85559,30.885818568334827
1379,Combo G,2012,alexis moore,73.7,36.3,37.83,14.2,-1.15742,72.1529,-5.19095,1.5312,4,2.5707,31.593699042681163
1389,Combo G,2021,alfonso plummer,104.9,55.5,57.21,7.5,2.79008,114.054,4.29842,1.0,1,2.63133,40.772529226096296
1415,Combo G,2010,ali farokhmanesh,112.6,52.0,55.19,8.7,2.47229,109.226,2.50257,1.1429,1,3.35779,37.458903756765146
1436,Combo G,2021,aljami durham,105.7,47.3,53.68,16.4,2.83787,111.267,1.69124,2.5769,1,3.22749,39.25721212559946
1437,Combo G,2019,aljami durham,101.3,48.9,52.68,10.0,1.32624,100.969,-0.858629,1.5882,3,3.04792,39.49708884192119
1438,Combo G,2022,aljami durham,101.5,40.2,51.15,20.2,2.99706,110.968,0.852522,3.4194,1,3.37769,42.56360559404425
1468,Combo G,2013,allen huddleston,93.4,44.1,50.52,16.5,1.49543,101.139,0.673234,1.75,2,2.96241,42.266233804331165
1469,Combo G,2014,allen huddleston,106.3,49.8,52.63,13.8,1.67971,110.299,0.991138,1.4444,1,1.7982,31.74519437742261
1470,Combo G,2011,allen huddleston,103.3,52.8,55.39,10.8,1.75617,105.024,1.09889,1.2759,3,2.30453,42.37826907636841
1478,Combo G,2022,allen powell,96.5,44.6,48.51,15.1,1.17916,95.5563,-0.550084,2.5455,2,2.15383,36.24553286190037
1480,Combo G,2021,allen powell,102.2,51.5,53.51,12.0,1.02296,95.585,-0.754884,1.7391,3,1.01604,39.0418001865864
1483,Combo G,2013,allen roberts,97.1,46.4,53.03,13.7,1.79595,104.174,1.29307,1.5714,2,1.71439,44.52711684755105
1486,Scoring PG,2010,allen smith,90.6,44.8,47.7,16.7,-0.369271,81.3216,-2.11765,1.9091,2,1.84091,35.18610565291773
1487,Scoring PG,2011,allen smith,98.6,48.4,51.4,21.3,1.17619,95.7655,0.285223,3.0323,1,1.1061,34.672368884017004
1490,Combo G,2018,allerik freeman,103.3,46.8,52.4,12.8,2.85137,111.78,2.08756,2.5758,1,3.26438,38.783392163066104
1500,Combo G,2018,allonzo trier,125.6,59.3,65.44,17.4,5.46752,134.409,6.10369,3.2424,2,3.08912,50.69151198266209
1501,Scoring PG,2010,allyn cooks,83.9,40.9,44.61,20.4,-0.286708,82.5806,-4.39352,2.5667,3,1.78553,33.029149715571506
1502,Scoring PG,2011,allyn cooks,103.0,49.2,52.33,19.9,1.08325,96.5564,-1.4236,3.0,2,1.44497,34.19136160767536
1507,Combo G,2022,alondes williams,108.2,54.9,57.64,31.0,4.47762,123.763,4.43815,5.1429,1,3.99326,38.501328819275955
1527,Combo G,2020,alonzo verge,97.8,46.8,50.23,18.9,2.52349,112.6,2.47998,2.25,2,3.23467,37.91005441872717
1528,Scoring PG,2021,alonzo verge jr,95.8,43.8,49.19,26.1,2.70705,111.735,2.14277,3.7826,1,2.96541,36.26361000596259
1529,Pure PG,2022,alonzo verge jr,98.4,48.0,52.6,42.8,3.06922,117.113,2.77563,5.4516,1,2.78367,35.52048075728143
1535,Scoring PG,2012,aloys cabell,103.0,47.0,51.61,23.0,2.25803,111.739,2.37521,2.4828,3,1.41919,42.16127730092971
1556,Combo G,2011,alshwan hymes,97.4,52.3,52.66,15.6,0.944048,98.0391,0.781618,1.7333,3,1.54155,38.968093661371135
1557,Combo G,2012,alshwan hymes,97.6,48.7,50.37,11.4,1.68467,99.5427,0.630691,1.7,2,1.27701,36.119151958714966
1559,Scoring PG,2020,alterique gilbert,92.4,41.6,45.45,27.3,1.20511,98.5348,-0.126677,3.7667,2,2.85556,33.50310679435349
1560,Scoring PG,2019,alterique gilbert,101.3,45.7,50.0,24.0,2.24146,109.539,1.73189,3.64,3,2.82793,40.383153298547114
1561,Scoring PG,2021,alterique gilbert,93.6,41.6,45.57,30.8,1.81979,102.524,0.551248,4.1364,1,3.13601,30.664318499644803
1563,Scoring PG,2022,alvaro cardenas torre,92.6,51.8,53.32,18.9,0.482479,90.5755,-3.4269,2.6129,4,1.55495,38.13803676093068
1564,Combo G,2010,alvin abreu,94.6,42.6,47.31,16.3,1.58395,99.4451,1.29658,1.931,2,2.68031,39.362030004212166
1585,Combo G,2014,alzee williams,107.1,45.2,51.78,11.3,1.70815,105.818,0.698045,1.5,1,1.88311,37.169592277805485
1594,Pure PG,2016,amadi udenyi,94.1,39.0,41.91,33.2,0.177765,90.0634,-1.61834,4.5806,2,2.13505,27.78421122969057
1619,Combo G,2015,amar stukes,91.1,45.1,49.36,12.3,0.0366869,87.8549,-3.53887,1.2727,4,2.31373,40.021096970191884
1620,Scoring PG,2018,amar stukes,110.2,50.7,56.75,16.2,1.6487,101.573,-1.2558,3.0938,1,2.81095,36.564326952757284
1621,Scoring PG,2017,amar stukes,116.4,53.3,59.61,25.6,2.62813,112.314,0.377346,4.3,2,2.04739,40.856531410282564
1622,Scoring PG,2016,amar stukes,86.4,34.2,38.35,21.7,-0.54584,82.8624,-4.67722,3.3,3,2.05594,27.851088316374895
1643,Combo G,2020,amauri hardy,103.6,48.7,51.58,20.6,2.9056,110.231,2.38247,3.3438,2,2.82945,37.971463803284394
1644,Combo G,2019,amauri hardy,109.0,51.1,54.44,24.1,2.66223,113.547,2.11158,3.4516,3,2.1987,40.69815050778416
1645,Scoring PG,2012,amaurys fermin,95.0,43.9,46.59,26.3,1.15006,96.905,-0.374797,3.5484,1,1.97056,29.218838988907144
1671,Combo G,2015,amere may,106.0,49.9,54.35,19.5,3.6678,117.883,5.07828,2.6562,1,1.77675,42.193936807934065
1700,Combo G,2018,amir bell,109.8,50.6,53.31,20.5,2.39234,108.138,0.330993,3.6897,1,2.96417,30.985619189636786
1701,Combo G,2017,amir bell,106.5,52.5,54.57,16.3,1.12594,101.428,-1.08669,2.0333,2,2.44288,33.162938784506906
1702,Combo G,2016,amir bell,104.2,53.0,55.6,15.3,1.29292,101.492,-0.729175,2.3571,3,2.64129,39.15246993392207
1703,Combo G,2015,amir bell,103.7,53.4,56.38,18.7,1.41881,101.34,-1.17652,2.5333,4,2.07165,42.27919163746296
1706,Scoring PG,2011,amir celestin,89.5,41.1,45.72,20.8,0.165897,88.1871,-3.55051,2.5,2,1.43259,31.194869098904704
1716,Pure PG,2010,amir johnson,91.9,41.7,43.43,30.2,-0.243627,83.5944,-3.30527,5.7143,1,2.7091,23.44432505361211
1723,Scoring PG,2022,amir spears,92.3,40.6,44.77,20.3,1.62229,100.144,-1.2497,3.0333,4,1.96681,37.77940329544749
1731,Combo G,2021,amorie archibald,94.8,42.5,47.02,20.2,1.20597,96.5255,-0.417321,3.3438,1,3.35822,32.7653690838881
1732,Combo G,2022,amorie archibald,115.9,52.0,57.9,15.0,3.00508,112.488,1.72632,2.4706,1,2.98023,39.81241730106966
1733,Combo G,2020,amorie archibald,114.1,52.1,56.61,15.7,2.73928,113.683,3.13528,2.3214,2,2.76426,42.67083208564783
1734,Combo G,2019,amorie archibald,102.4,48.8,51.41,17.9,1.6655,102.428,0.308903,3.0909,3,2.79761,38.41366180119713
1770,Combo G,2017,anders broman,120.2,60.8,62.78,11.0,1.65186,109.633,1.91508,1.2727,2,1.7022,40.98577088671469
1771,Combo G,2018,anders broman,117.2,53.2,58.09,10.7,2.34132,108.79,0.873613,1.871,1,2.31399,37.681931677508246
1773,Combo G,2022,anders nelson,102.9,48.7,52.66,19.4,2.59154,111.049,1.92495,2.7586,1,0.899149,35.82440525923572
1786,Combo G,2013,andre armstrong,104.9,48.5,55.14,5.1,2.08431,108.347,1.64809,0.5333,2,1.25532,45.077548476499494
1787,Combo G,2014,andre armstrong,104.5,43.6,51.35,6.8,1.65446,109.002,0.813522,0.6667,1,0.853001,38.43455240551951
1794,Combo G,2011,andre cornelius,106.6,53.7,56.71,11.1,1.67764,104.267,0.589244,1.5588,2,2.81099,39.379105035755686
1796,Combo G,2010,andre cornelius,106.4,54.4,57.17,11.8,1.68549,103.251,0.542081,1.5806,3,2.13675,42.67950169445672
1797,Scoring PG,2021,andre curbelo,101.8,50.9,54.76,34.4,2.31932,116.649,1.14267,4.1613,4,2.98064,41.787993157482404
1812,Combo G,2020,andre gordon,79.2,39.9,42.07,15.3,-0.328739,81.4053,-3.0468,1.5714,4,2.48827,36.515851896817075
1813,Combo G,2021,andre gordon,89.5,42.2,44.84,22.3,0.806853,93.7627,-0.618733,2.7222,3,2.55426,35.5920363477821
1817,Combo G,2019,andre gustavson,105.9,53.7,55.07,12.1,0.803087,97.9936,-1.61269,1.4839,4,1.55725,39.038568525629096
1827,Scoring PG,2013,andre hollins,116.0,52.7,57.65,25.3,4.66941,130.221,6.69796,3.4118,3,3.40265,49.377600794266876
1828,Combo G,2012,andre hollins,99.2,48.2,55.37,18.5,1.66061,108.909,1.23544,1.8108,4,2.2019,50.62101867013703
1829,Combo G,2015,andre hollins,108.0,52.7,55.42,17.0,3.1616,117.175,4.71108,2.697,1,3.10374,39.71881884415579
1830,Combo G,2014,andre hollins,109.8,47.0,54.96,16.9,3.45598,121.011,3.5309,2.4571,2,2.95563,45.78358816658658
1841,Scoring PG,2022,andre jones,96.7,49.7,52.6,25.5,2.38028,106.042,1.10628,3.8929,1,1.91224,34.72394086348519
1843,Combo G,2020,andre jones,102.5,52.2,54.09,21.6,1.6688,105.979,1.48306,2.6774,2,2.03581,37.03605884710544
1846,Combo G,2012,andre jones,101.4,49.4,53.58,11.7,2.28473,104.748,1.34049,1.6333,1,2.51969,38.234106944272895
1874,Scoring PG,2013,andre smith,95.6,46.7,50.83,16.3,0.91133,93.353,-0.473911,2.2143,3,2.10853,41.936097444697836
1875,Scoring PG,2014,andre smith,111.8,55.3,58.12,19.5,1.78055,107.806,1.72635,2.4333,2,1.90294,39.77009652133922
1877,Pure PG,2015,andre smith,105.0,46.9,50.3,27.4,1.76596,103.945,1.44211,4.2812,1,2.15368,33.10788950564076
1880,Combo G,2018,andre spight,110.6,54.5,57.74,21.9,4.4296,125.027,5.68861,3.6579,1,3.30542,41.689630755849244
1884,Scoring PG,2012,andre stringer,99.8,43.4,48.52,17.2,1.74123,101.538,0.607624,2.7143,3,3.45249,41.1049181287033
1885,Combo G,2011,andre stringer,93.4,42.9,49.27,20.0,1.2356,97.9677,0.304314,2.6562,4,2.65428,47.38269625684677
1886,Scoring PG,2014,andre stringer,120.7,54.8,59.06,19.1,3.39882,126.789,5.20642,2.5882,1,2.48096,40.12484440028301
1887,Combo G,2013,andre stringer,104.7,52.0,54.36,13.3,1.87694,103.18,1.50718,2.0968,2,2.35515,39.36423284540268
1892,Combo G,2015,andre walker,86.0,35.1,42.43,21.5,0.407863,91.6919,-2.77575,2.2667,4,2.48215,39.83869443936631
1893,Scoring PG,2017,andre walker,97.5,44.9,50.53,27.5,2.02657,105.493,1.5311,3.8485,2,2.7707,40.46291630519624
1894,Scoring PG,2016,andre walker,101.5,43.6,50.7,25.9,2.06623,106.739,1.32223,3.9,3,1.96182,44.39039172586254
1895,Combo G,2018,andre walker,91.8,45.8,47.21,18.4,1.24114,98.9145,-0.587265,2.7586,1,2.10731,28.225698711462744
1912,Combo G,2014,andre winston,112.2,53.8,60.33,16.2,1.54576,104.63,0.0371674,2.2414,2,1.8234,44.003634810820756
1916,Combo G,2015,andre yates,100.1,48.8,50.53,7.8,0.577943,95.0359,-1.82638,0.8485,3,2.05899,34.83349982395231
1917,Combo G,2016,andre yates,89.7,42.6,44.76,17.5,0.306532,90.9968,-2.72681,2.1071,2,2.21714,28.348587411026685
1919,Scoring PG,2010,andre young,107.8,53.0,56.43,16.5,2.22076,110.045,2.74432,2.4062,3,3.33797,45.21086921445755
1920,Scoring PG,2011,andre young,117.2,53.4,55.12,19.5,3.52882,117.983,4.4311,3.0,2,3.67754,38.843621886947815
1921,Scoring PG,2012,andre young,116.3,51.7,55.63,19.7,4.04296,119.697,4.67364,3.129,1,3.55714,39.54976316458198
1931,Combo G,2019,andres feliz,102.6,47.4,52.96,19.5,1.83145,111.36,-0.102786,2.2424,2,2.27451,36.46870812974908
1935,Pure PG,2012,andres torres,93.8,49.2,55.14,30.8,1.26598,97.012,-0.652322,4.1613,1,2.63263,39.08396905513754
1938,Combo G,2013,andrew andrews,97.2,41.2,48.02,18.2,1.52221,103.141,-0.784092,2.3226,4,2.41385,42.88995562628184
1939,Scoring PG,2016,andrew andrews,117.4,47.7,58.12,26.7,5.25422,133.55,6.85061,4.8529,1,3.49825,50.4779227240201
1940,Combo G,2014,andrew andrews,104.5,43.0,49.88,16.6,2.4451,111.834,0.828155,2.5938,3,2.60516,41.393475425170784
1941,Combo G,2015,andrew andrews,109.4,49.7,55.72,13.3,3.49734,117.336,3.56187,2.1613,2,3.13938,45.36248899827415
1945,Scoring PG,2011,andrew beinert,100.9,52.5,53.4,26.3,0.934717,95.5094,-0.481539,4.069,1,1.93111,30.885939908102266
1946,Scoring PG,2010,andrew beinert,105.7,52.6,56.54,20.3,1.62222,99.8245,0.144122,3.4839,2,1.72539,40.48315708897331
1949,Scoring PG,2014,andrew bock,117.5,45.3,58.15,19.9,3.09929,120.191,2.66625,2.8788,1,1.79173,48.2331334039817
1954,Combo G,2018,andrew brown,124.4,63.2,64.57,13.8,2.34085,115.147,2.88492,2.0625,2,2.39672,41.30981022562516
1976,Combo G,2011,andrew ferry,111.4,56.2,58.33,9.8,2.30102,109.202,3.45276,1.2857,2,1.76443,43.3743853330403
1994,Combo G,2022,andrew funk,103.7,52.0,53.73,18.5,2.55298,105.939,2.31558,3.0,1,1.01788,35.974025224599835
2007,Combo G,2010,andrew goudelock,113.0,53.9,55.84,22.1,4.52869,122.53,6.29177,3.8529,2,2.36026,43.357518635718215
2008,Scoring PG,2011,andrew goudelock,113.6,54.9,57.5,26.4,5.56531,131.839,7.66592,4.2432,1,2.75546,42.42960237259105
2011,Scoring PG,2015,andrew harrison,111.6,44.6,53.13,26.0,2.83624,119.751,3.38184,3.5641,3,3.85282,46.91669000902777
2012,Scoring PG,2014,andrew harrison,102.6,41.7,50.61,23.9,2.49087,111.184,0.990468,3.975,4,3.36453,48.14894012011135
2015,Scoring PG,2010,andrew jackson,90.3,45.6,50.79,23.4,0.241752,88.6928,-2.44631,2.3333,2,1.26976,37.30961348021573
2016,Scoring PG,2017,andrew jones,102.2,49.8,54.68,26.5,2.47424,113.34,2.80221,3.5455,4,3.61156,48.35899755919694
2017,Combo G,2022,andrew jones,106.7,50.5,53.89,13.6,2.7396,115.641,3.75286,1.6364,1,3.43645,38.12174772382841
2019,Combo G,2020,andrew jones,98.5,51.0,53.03,15.7,2.24032,109.689,2.50536,1.8387,3,3.05888,42.0781151775749
2026,Combo G,2018,andrew kostecka,105.5,49.5,54.38,12.8,1.39334,101.687,0.502545,1.8462,3,2.47772,43.83611192711428
2027,Combo G,2019,andrew kostecka,113.9,57.5,62.02,16.8,4.04943,122.967,5.97042,2.375,2,2.83265,50.30872890729799
2029,Combo G,2020,andrew kostecka,113.3,56.3,61.8,19.0,3.73785,119.418,5.45755,2.5862,1,2.43084,48.10780181828273
2031,Pure PG,2012,andrew lawrence,108.3,50.2,55.12,32.0,2.86009,109.39,2.27415,5.5161,2,3.14488,41.6594712669372
2032,Scoring PG,2013,andrew lawrence,105.9,48.9,55.0,24.8,2.68649,109.011,2.05134,3.697,1,3.00067,40.429639843648495
2033,Combo G,2011,andrew lawrence,112.9,57.0,57.7,11.6,1.16702,100.291,-0.141077,1.7222,3,1.93863,38.3658341433361
2046,Pure PG,2019,andrew nembhard,105.7,48.2,51.22,32.8,2.37437,108.48,0.896205,5.3889,4,4.06535,39.95976785995152
2047,Scoring PG,2020,andrew nembhard,105.9,49.5,52.78,33.1,3.1511,112.839,2.18335,5.5806,3,3.60085,40.09951283862913
2048,Scoring PG,2022,andrew nembhard,117.3,53.4,56.38,26.3,3.93629,120.675,3.69524,5.75,1,4.21605,36.09921670506763
2049,Scoring PG,2021,andrew nembhard,121.6,55.1,57.66,20.2,3.36387,117.832,3.27302,4.375,2,3.47567,38.84462274567732
2077,Scoring PG,2012,andrew rogers,90.6,39.1,40.21,24.6,-0.46604,79.4225,-3.19764,3.0,1,1.31521,21.890710084791266
2079,Combo G,2017,andrew rowsey,126.7,61.5,67.42,19.7,3.63973,138.311,7.37855,2.2812,2,1.77769,51.3732350974649
2080,Scoring PG,2018,andrew rowsey,118.3,54.6,60.97,28.6,5.85559,140.025,7.81649,4.8286,1,2.63581,47.04425644770211
2081,Combo G,2014,andrew rowsey,111.2,54.6,59.56,17.0,3.52373,115.966,3.51087,2.931,4,1.95808,52.69879733301622
2082,Scoring PG,2015,andrew rowsey,111.4,49.6,56.59,18.8,3.5365,117.965,4.387,2.871,3,1.96785,51.11948916371908
2102,Combo G,2020,andrew taylor,94.9,48.4,50.42,17.1,0.771519,92.3174,-1.65199,3.1739,4,3.2998,39.96197900230386
2103,Combo G,2021,andrew taylor,115.3,59.6,60.8,20.6,3.10086,112.527,2.55871,4.0455,3,3.20157,43.3678615779072
2104,Combo G,2022,andrew taylor,100.0,51.0,52.25,23.1,2.30011,103.91,1.03516,4.3939,2,2.56425,35.63907307060663
2150,Scoring PG,2010,andy rautins,115.1,60.3,63.19,23.9,3.48272,116.618,4.40021,4.8857,1,4.17588,43.774122422627975
2172,Scoring PG,2018,angel rivera,109.4,51.2,55.63,23.3,1.20374,99.5069,-1.37355,4.6875,1,1.62528,33.371128800488336
2173,Pure PG,2016,angel rivera,115.9,48.1,56.44,29.1,1.55083,107.553,-0.0649624,4.0,3,1.10746,43.90384447730725
2174,Scoring PG,2017,angel rivera,103.4,46.1,50.63,27.7,0.776513,95.0435,-2.14595,5.4,2,1.26639,33.23183427236615
2175,Pure PG,2015,angel rivera,111.2,57.1,59.97,30.7,1.44466,104.517,0.612455,3.871,4,0.777174,45.04681398223016
2176,Scoring PG,2012,angel rodriguez,92.8,43.2,48.65,29.5,1.30945,103.305,-0.372909,3.1562,4,2.78918,41.80277137074776
2177,Pure PG,2013,angel rodriguez,106.5,44.5,50.44,37.2,3.33288,118.983,4.40654,5.2188,3,3.1397,44.122801977400144
2178,Pure PG,2015,angel rodriguez,97.7,41.1,47.91,31.1,2.52764,113.504,1.36586,3.9375,2,3.31262,37.225184382151895
2179,Pure PG,2016,angel rodriguez,110.9,52.8,57.44,29.4,3.71482,123.563,4.23359,4.5143,1,3.5029,39.63944911126329
2191,Combo G,2010,angelo johnson,103.3,42.2,49.83,17.4,2.18351,104.563,0.57525,2.5667,3,3.35107,44.05029240088413
2192,Scoring PG,2011,angelo johnson,118.6,50.9,56.13,23.6,2.61356,109.773,1.65666,4.2069,2,2.91518,40.12659157336872
2193,Combo G,2012,angelo johnson,93.7,40.1,43.5,17.7,0.92609,93.5206,-1.41486,2.9688,1,2.96033,27.803546357637256
2195,Combo G,2014,angelo warner,114.3,50.5,57.77,18.3,3.43068,116.753,3.73426,2.9062,2,3.22163,47.76334055660239
2196,Combo G,2013,angelo warner,107.5,49.1,56.54,16.3,1.96856,106.619,1.84284,2.1034,3,2.24102,49.75706033229926
2197,Combo G,2015,angelo warner,111.9,55.8,59.51,18.0,2.55967,113.044,3.7271,2.4375,1,2.68936,42.019376910303755
2215,Combo G,2015,anson winder,118.7,55.6,58.89,13.5,3.17513,123.321,4.95016,1.7931,1,2.44073,39.91018931084502
2217,Combo G,2022,ant nelson,86.9,49.1,51.82,19.8,0.589924,91.7233,-1.77824,2.3077,1,1.9001,33.27174770509792
2227,Combo G,2019,anthony adger,103.2,46.7,52.06,18.7,2.52491,109.627,2.20514,2.5758,1,3.25444,38.244499807783754
2231,Combo G,2010,anthony allison,89.2,45.2,48.61,11.0,0.160774,87.259,-2.92592,1.3793,2,1.63071,34.146578532698754
2236,Combo G,2016,anthony barber,116.0,47.1,55.26,25.2,6.20406,134.437,5.68615,4.4545,2,3.21062,46.731216979041555
2246,Combo G,2018,anthony bonner,106.2,54.8,58.43,9.4,1.24834,101.316,-1.15653,1.3438,3,1.72084,41.83056524000371
2257,Scoring PG,2010,anthony brock,99.9,45.9,48.17,16.0,0.835298,94.5082,-0.209743,2.4,1,2.98636,30.74588273273818
2265,Scoring PG,2015,anthony 'cat' barber,107.8,48.0,53.22,24.1,3.39524,118.502,2.96619,3.7143,3,3.17694,43.32193039752877
