,pos,year,player_name,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,porpag,adjoe,pfr,Rec Rank,adrtg,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,unk,season,ast/tov,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),drtg,dporpag,stops,bpm,obpm,dbpm,gbpm,score
4693,Wing G,2021,brandon rush,115.9,20.4,59.2,60.7,2.8,12.4,8.4,13.6,0.739,64,117,0.547,56,133,0.421,1.3,1.9,18.4,So,2.82562,112.935,2.3,,114.17,29.7391,4.0575,-2.23324,0.7391,3.2174,3.9565,1.2174,1.0,0.3478,14.3478,10.8388,3,0.82351348,0.5926,0.4722,109.872,1.33582,116.468,-0.812533,2.47,-3.28253,1.82426,24.449182658137886
4694,Combo G,2022,brandon rush,97.0,27.6,45.7,50.21,2.2,10.2,15.4,15.5,0.835,84,180,0.467,40,135,0.296,0.3,1.6,25.1,Jr,1.67172,103.002,1.8,,118.053,27.64,1.24827,-3.80165,0.56,2.4,2.96,1.8,0.76,0.08,14.16,11.1283,2,0.86538462,0.5078,0.3654,114.054,0.887374,104.341,-4.85588,0.0249088,-4.88078,-2.55338,24.449182658137886
5301,Wing G,2017,bruce brown,111.5,21.5,51.5,55.94,5.6,15.3,20.7,18.2,0.744,101,197,0.513,33,95,0.347,1.9,2.9,41.4,Fr,3.36313,118.28,3.1,94.6,90.4539,31.9091,3.79755,3.87151,1.4545,4.1818,5.6364,3.2121,1.4848,0.5455,11.8485,5.53894,4,1.58208156,0.625,0.2075,96.8412,4.24455,203.422,8.428,4.16616,4.26184,7.66906,60.454868514570016
5536,Combo G,2014,bryn forbes,115.3,20.8,53.7,58.66,2.2,8.0,9.6,13.4,0.817,65,152,0.428,74,176,0.42,0.0,1.5,38.4,So,3.33733,116.542,1.9,,106.266,34.6333,3.10515,-0.835758,0.6,2.3333,2.9333,1.5667,0.8333,0.0,15.1667,10.4421,3,1.0,0.5,0.3854,106.279,2.76811,144.992,1.4054,2.96704,-1.56164,2.2694,21.3361762615494
5537,Wing G,2013,bryn forbes,108.2,22.3,52.0,56.46,2.8,12.9,8.5,15.5,0.854,69,149,0.463,56,145,0.386,0.1,1.7,27.9,Fr,2.60885,111.344,2.6,,108.954,28.931,3.51599,-2.05838,0.6897,2.8276,3.5172,1.0,0.7931,0.0345,12.9655,10.6617,4,0.61701734,0.551,0.4184,109.522,1.69429,125.47,-1.51167,1.89086,-3.40254,1.45761,21.3361762615494
5538,Combo G,2015,bryn forbes,118.0,14.3,58.9,61.32,1.0,5.4,7.1,13.4,0.808,40,82,0.488,70,164,0.427,0.6,1.4,21.1,Jr,2.34711,113.93,2.4,,96.8531,26.2051,2.84787,1.62297,0.2051,1.2308,1.4359,0.9744,0.5897,0.1282,8.5128,10.1189,2,1.22581455,0.52,0.4737,103.855,2.70003,135.297,4.84021,4.09443,0.745772,4.47084,21.3361762615494
5539,Combo G,2016,bryn forbes,132.2,18.1,64.4,66.69,1.5,6.5,9.7,10.0,0.84,53,110,0.482,112,233,0.481,0.1,0.9,21.9,Sr,4.49225,134.439,2.1,,99.064,28.0286,7.47687,0.266428,0.3429,1.7429,2.0857,1.4857,0.4,0.0286,14.4286,14.1495,1,1.73340333,0.6071,0.439,101.864,2.8868,134.723,6.49649,7.36293,-0.866443,7.7433,21.3361762615494
5610,Wing G,2013,buddy hield,97.2,20.4,43.3,46.66,8.2,10.5,14.6,19.0,0.833,62,129,0.481,19,80,0.237,1.1,2.9,17.2,Fr,1.43344,101.671,2.9,69.0,94.38,25.1481,2.00583,2.14511,1.8148,2.3704,4.1852,1.8519,1.2222,0.2593,7.8148,7.03279,4,1.1364138,0.5694,0.3621,98.1422,2.7509,126.883,5.5261,3.10463,2.42148,4.15094,52.921108742004265
5611,Wing G,2015,buddy hield,110.2,26.7,50.5,54.49,5.6,12.1,13.2,13.3,0.823,112,239,0.469,93,259,0.359,0.7,2.5,26.1,Jr,4.2531,125.44,2.1,69.0,87.5904,32.4286,6.89175,2.57902,1.6,3.8286,5.4286,1.9143,1.3429,0.2286,17.4286,13.4991,2,0.98527975,0.5725,0.33,93.2655,4.44818,214.056,7.7637,6.00627,1.75743,9.47077,52.921108742004265
5612,Wing G,2016,buddy hield,121.5,28.4,62.3,66.45,4.0,13.0,12.7,17.1,0.88,154,279,0.552,147,322,0.457,1.4,1.8,33.3,Sr,6.6609,142.728,2.3,69.0,94.0957,35.3784,10.2417,1.61038,1.2432,4.4865,5.7297,2.027,1.1351,0.4865,25.0,13.8488,1,0.66369796,0.6685,0.3465,100.663,4.2368,240.576,8.86581,7.83954,1.02627,11.852,52.921108742004265
5613,Wing G,2014,buddy hield,113.7,23.0,54.8,56.78,6.0,9.1,11.8,13.7,0.75,106,207,0.512,90,233,0.386,0.5,2.4,19.1,So,3.85182,123.293,2.7,69.0,100.703,32.0909,5.6647,0.886104,1.7576,2.6667,4.4242,1.8788,1.3939,0.1515,16.5152,12.24,3,1.03332969,0.6462,0.2857,106.487,3.19093,183.496,6.71269,5.92388,0.78881,6.5508,52.921108742004265
5758,Wing G,2019,caleb martin,111.5,26.6,51.7,55.8,2.9,13.5,16.2,11.5,0.732,94,175,0.537,107,317,0.338,2.6,2.4,40.2,Sr,4.07175,121.822,2.9,88.0,92.597,34.1471,5.55645,2.18484,0.8824,4.2647,5.1471,2.7941,1.4412,0.7647,19.2353,15.3016,1,1.5079605,0.6333,0.3273,93.8568,4.36771,242.577,6.83735,5.07619,1.76115,7.74129,
5759,Wing G,2018,caleb martin,115.8,25.4,55.5,58.95,3.3,14.5,14.9,11.4,0.749,122,242,0.504,100,248,0.403,1.9,2.1,36.5,Jr,4.56829,127.842,3.2,88.0,99.7825,33.3333,5.86394,0.694389,0.9444,4.4444,5.3889,2.5556,1.25,0.5833,18.8333,11.7395,2,1.50826251,0.6,0.3894,101.757,3.38429,233.188,5.56229,5.52215,0.0401404,6.55833,
5760,Wing F,2015,caleb martin,102.7,17.2,44.0,48.58,4.9,14.0,8.2,14.4,0.695,28,67,0.418,25,82,0.305,2.1,1.1,39.6,Fr,0.988161,104.665,2.7,88.0,95.647,16.5833,1.97017,1.33968,0.7222,2.1389,2.8611,0.7222,0.3056,0.3333,4.7778,8.46009,4,1.08324579,0.4878,0.3077,101.866,1.81475,100.32,3.07827,2.06659,1.01168,3.30986,
5761,Wing F,2016,caleb martin,107.5,18.6,50.9,52.59,3.3,13.3,8.9,15.5,0.667,49,110,0.445,79,219,0.361,2.0,1.7,20.1,So,2.26678,109.511,3.0,88.0,101.322,30.4848,2.69215,0.668538,0.9394,3.7273,4.6667,1.4242,0.9091,0.5758,11.4848,12.6277,3,0.93994195,0.6667,0.2364,107.796,2.90141,179.325,3.41329,3.01312,0.400167,3.36069,
5890,Wing F,2019,cam reddish,96.4,23.6,45.9,49.88,2.0,10.6,10.7,20.7,0.772,65,165,0.394,89,267,0.333,1.9,2.9,26.4,Fr,2.06068,107.457,3.2,99.8,88.501,29.6944,0.680393,2.3503,0.5556,3.1389,3.6944,1.9444,1.5556,0.5833,13.4722,13.5688,4,0.7291409,0.5125,0.2824,94.4086,4.22023,209.227,3.18676,1.24477,1.942,3.03069,24.349680170575695
6070,Pure PG,2015,cameron payne,118.8,31.3,52.9,56.73,2.3,10.7,39.8,14.9,0.783,149,294,0.507,82,220,0.373,1.6,3.2,31.3,So,5.30761,134.334,2.5,28.4,101.405,32.1714,8.84184,1.44499,0.6,3.0857,3.6857,5.9714,1.9429,0.4857,20.2,12.0348,3,2.40230118,0.6092,0.4615,100.124,2.93831,203.057,8.30782,8.05255,0.25527,10.2868,45.401563610518835
6071,Pure PG,2014,cameron payne,108.5,29.6,48.2,53.08,0.9,10.8,34.1,19.3,0.799,112,247,0.453,71,206,0.345,1.7,2.8,32.9,Fr,3.35489,117.836,3.5,28.4,103.862,33.0,3.16663,0.268735,0.2812,3.3438,3.625,5.3438,1.5938,0.5938,17.375,11.4302,4,1.66018391,0.5221,0.3955,103.643,2.93387,196.42,2.94997,3.04498,-0.0950023,3.43537,45.401563610518835
6178,Wing G,2015,caris levert,101.1,26.0,47.8,52.42,1.0,15.9,22.9,16.3,0.817,58,136,0.426,28,73,0.384,1.2,3.4,28.7,Jr,3.11843,112.521,2.0,52.4,94.5529,35.8333,3.37103,3.32022,0.2778,4.6111,4.8889,3.7222,1.7778,0.3889,14.9444,7.91277,2,1.71791208,0.6667,0.3158,98.751,4.07363,116.928,6.88161,3.45651,3.4251,6.69125,50.0497512437811
6179,Wing G,2014,caris levert,111.7,21.4,52.0,55.84,2.0,14.0,17.2,14.7,0.767,103,224,0.46,60,147,0.408,0.8,2.2,32.3,So,3.80866,120.81,2.0,52.4,97.5617,34.0,3.97772,1.94683,0.5135,3.8108,4.3243,2.9459,1.1892,0.2703,12.9189,7.47837,3,1.75801161,0.6867,0.3262,102.869,3.76429,211.715,6.72547,4.66592,2.05955,5.92454,50.0497512437811
6180,Combo G,2016,caris levert,126.8,26.0,59.0,63.14,2.5,19.0,32.9,11.9,0.788,48,90,0.533,27,60,0.45,0.8,1.8,44.0,Sr,5.23009,136.429,1.7,52.4,100.076,31.0714,7.86926,2.52181,0.6429,4.7857,5.4286,4.9286,0.9286,0.2143,16.3571,8.3802,1,3.13643865,0.75,0.2857,102.205,3.11393,79.6485,9.52432,7.69219,1.83213,10.3911,50.0497512437811
6181,Wing G,2013,caris levert,93.2,15.3,38.8,39.73,2.1,9.9,11.5,11.5,0.5,15,46,0.326,13,43,0.302,0.6,1.1,15.7,Fr,0.28454,92.9324,4.4,52.4,95.7402,10.7879,-2.26335,0.530778,0.1818,0.9091,1.0909,0.7576,0.1818,0.0606,2.303,7.55634,4,2.50033004,0.4167,0.2941,102.01,1.11645,52.7172,0.458004,0.518265,-0.0602611,-1.73257,50.0497512437811
6631,Wing G,2018,chandler hutchison,106.9,33.0,52.5,57.31,3.2,25.6,23.6,18.8,0.731,156,297,0.525,43,123,0.35,1.0,2.8,51.4,Sr,4.02481,125.594,3.1,77.8,90.9169,31.0,4.82928,3.3506,0.871,6.8065,7.6774,3.4516,1.4839,0.2581,19.9677,7.46444,1,1.02885421,0.697,0.3106,92.5158,4.10313,217.057,6.662,2.74706,3.91494,8.17988,
6632,Wing F,2016,chandler hutchison,105.6,18.8,47.1,51.36,9.8,14.4,12.4,15.8,0.662,63,130,0.485,2,10,0.2,1.8,1.8,48.6,So,1.2433,106.118,4.4,77.8,100.002,19.6897,0.352518,1.32108,1.6552,2.3103,3.9655,1.2759,0.6207,0.3103,6.1034,0.994781,3,1.23334945,0.6543,0.2041,101.436,1.97832,108.435,2.41944,0.171956,2.24749,1.67359,
6633,Wing F,2017,chandler hutchison,104.1,28.4,51.5,54.63,4.5,23.3,19.0,16.5,0.671,174,341,0.51,24,67,0.358,0.6,2.1,41.7,Jr,3.20761,116.766,3.5,77.8,97.7501,31.6875,3.41445,1.50889,1.1875,6.625,7.8125,2.625,1.2188,0.1875,17.4062,3.83398,2,0.97674419,0.6353,0.386,98.8581,3.45213,211.438,3.73041,1.76382,1.96659,4.92335,
6634,Wing G,2015,chandler hutchison,94.4,19.0,38.2,42.99,7.0,12.2,11.7,14.8,0.645,23,62,0.371,4,14,0.286,1.5,2.4,40.8,Fr,0.258921,93.7951,5.1,77.8,95.7621,12.3448,-3.19884,1.67812,0.7586,1.2069,1.9655,0.7931,0.4828,0.1379,3.1034,2.81847,4,1.53344936,0.5238,0.05,95.5577,1.27578,56.8583,0.254925,-1.67256,1.92749,-1.52072,
6639,Stretch 4,2011,chandler parsons,110.3,20.1,54.6,55.14,7.3,19.3,21.6,20.3,0.557,112,206,0.544,43,117,0.368,1.3,1.7,30.0,Sr,3.42501,115.877,2.2,94.4,90.6999,34.1389,4.95164,2.70364,2.0556,5.6944,7.75,3.7778,0.9444,0.4167,11.3056,5.90179,1,1.67902226,0.7355,0.2706,95.262,4.1897,232.775,8.60912,5.0632,3.54592,7.65528,54.05828002842929
6640,Wing F,2010,chandler parsons,114.5,20.8,55.9,58.7,8.2,16.9,16.3,18.2,0.662,103,180,0.572,38,106,0.358,0.5,2.2,52.8,Jr,3.66913,120.208,2.7,94.4,93.3612,31.0,5.27824,1.85499,2.2647,4.5882,6.8529,2.5882,1.1471,0.1471,12.3529,5.99404,2,1.31340713,0.6899,0.2745,97.6814,3.52636,200.768,7.44858,5.56415,1.88443,7.13323,54.05828002842929
6940,Combo G,2012,chasson randle,109.1,22.2,54.9,58.11,2.2,10.2,14.2,19.5,0.761,84,191,0.44,85,194,0.438,0.2,2.2,30.4,Fr,3.0153,114.711,3.9,87.8,91.9947,30.4595,3.02277,2.27865,0.5676,2.6486,3.2162,2.0541,1.1351,0.0541,13.8378,10.1283,4,0.91570077,0.5524,0.3023,93.9382,3.5707,200.596,5.22031,3.51001,1.7103,5.30141,
6941,Combo G,2013,chasson randle,101.8,24.3,47.7,52.01,2.4,8.5,18.3,17.9,0.784,95,221,0.43,61,170,0.359,0.2,2.1,29.7,So,2.90384,112.339,3.8,87.8,95.3497,31.0,2.20237,1.09636,0.6765,2.2647,2.9412,2.6176,1.1176,0.0588,13.6471,9.495,3,1.14101387,0.4775,0.3874,99.6819,3.27466,174.677,3.72935,3.36064,0.368711,3.29873,
6942,Combo G,2015,chasson randle,114.9,26.5,48.6,55.92,1.0,9.7,18.8,12.8,0.877,127,291,0.436,90,248,0.363,0.4,2.3,42.3,Sr,5.13548,128.713,2.4,87.8,97.7536,36.4054,5.93394,1.26447,0.2973,3.027,3.3243,3.027,1.3514,0.1351,19.5676,11.2353,1,1.49333992,0.5344,0.3563,102.587,3.68325,222.633,5.76445,5.74471,0.0197371,7.19841,
6943,Combo G,2014,chasson randle,111.5,25.8,54.8,59.64,1.9,9.9,13.6,16.0,0.767,150,285,0.526,68,175,0.389,0.2,1.7,48.5,Jr,4.43287,124.849,2.9,87.8,99.0085,35.0833,4.22386,1.03233,0.5556,3.0278,3.5833,2.1389,1.0278,0.0556,18.75,8.18152,2,0.87502045,0.5948,0.447,104.483,3.72142,198.423,3.63434,3.82576,-0.191419,5.25619,
6987,C,2016,cheick diallo,98.3,21.3,56.9,57.18,10.4,27.2,0.9,22.7,0.556,33,58,0.569,0,0,0.0,11.9,2.0,46.6,Fr,0.451682,105.641,7.5,99.2,79.8192,7.4815,-1.86017,4.91143,0.6296,1.8889,2.5185,0.037,0.2593,0.8519,3.0,0.0,4,0.05876747,0.7391,0.4571,84.8946,1.25247,57.154,3.43934,-2.85076,6.2901,3.05126,
7103,PF/C,2016,chris boucher,123.9,20.4,60.1,62.43,12.3,20.6,3.0,12.3,0.685,116,175,0.663,38,113,0.336,11.9,1.8,51.7,Jr,3.88924,131.13,4.1,,88.758,26.027,5.99124,3.49047,2.7297,4.6757,7.4054,0.4054,0.8108,2.9189,12.1081,6.76168,2,0.35714915,0.7097,0.3333,92.9571,3.61834,231.5,10.2969,4.77804,5.51886,9.48171,54.186211798152094
7104,PF/C,2017,chris boucher,115.5,21.8,58.9,58.98,9.3,19.6,3.1,11.3,0.566,100,158,0.633,35,101,0.347,11.7,1.0,32.0,Sr,2.805,122.138,4.7,,88.0814,23.5484,3.74343,3.21564,1.7419,4.3226,6.0645,0.4194,0.3871,2.5484,11.8065,8.30451,1,0.40627725,0.7034,0.425,91.5365,3.33628,162.31,7.24171,2.55643,4.68528,6.95907,54.186211798152094
7325,Stretch 4,2010,chris johnson,116.4,22.9,52.4,57.06,11.2,20.9,7.5,12.8,0.848,73,140,0.521,66,188,0.351,1.6,2.3,30.2,So,3.26504,125.245,3.1,71.2,84.6466,24.0556,6.9899,2.5545,2.3056,4.6111,6.9167,0.8056,0.9444,0.3333,11.8889,12.7762,3,0.67448093,0.7231,0.3467,87.9954,3.458,192.485,8.24811,5.59166,2.65645,9.5444,35.73560767590619
7326,Wing F,2011,chris johnson,119.3,18.8,52.0,56.39,7.7,14.8,11.4,11.4,0.83,57,129,0.442,77,203,0.379,1.6,1.8,30.1,Jr,3.52988,120.844,2.7,71.2,96.0549,29.7222,5.91813,1.78322,2.1111,3.8611,5.9722,1.5556,0.8611,0.3889,11.8889,11.4403,2,1.47366425,0.6667,0.2949,97.5478,3.1512,199.479,7.51463,5.33637,2.17826,7.70136,35.73560767590619
7327,Stretch 4,2012,chris johnson,122.2,19.6,58.7,62.37,10.1,15.7,9.4,16.8,0.859,62,108,0.574,69,174,0.397,2.2,1.5,27.7,Sr,4.04122,125.543,3.1,71.2,98.7273,29.6875,7.15824,0.509233,2.5,3.875,6.375,1.3125,0.7188,0.5938,12.4375,11.2642,1,0.8235036,0.7353,0.3023,101.389,2.80166,168.963,7.44024,6.30495,1.13529,7.66747,35.73560767590619
7328,PF/C,2020,chris johnson,71.5,9.9,14.3,25.38,9.6,17.8,3.5,20.9,0.5,2,14,0.143,0,0,0.0,1.8,0.8,85.7,So,-0.512704,58.9023,6.0,,100.121,6.037,-6.5124,0.554281,0.5926,0.9259,1.5185,0.1111,0.0741,0.0741,0.7407,0.0,3,0.59989201,0.1538,0.0,98.8504,0.527849,26.2409,-5.73377,-5.86089,0.127121,-5.95812,35.73560767590619
7329,Wing G,2012,chris johnson,102.3,23.7,46.4,54.14,6.6,11.5,10.2,21.4,0.877,48,114,0.421,15,38,0.395,0.7,1.8,42.8,Jr,1.26139,109.194,4.0,,98.3809,15.6667,1.10272,-0.22349,0.8,1.5333,2.3333,0.7333,0.4667,0.1,6.6,4.93683,2,0.56407692,0.551,0.283,100.795,1.50165,76.7472,0.180885,0.780624,-0.599739,0.879228,35.73560767590619
7330,Wing G,2013,chris johnson,108.6,22.4,48.8,54.38,4.9,9.4,12.3,14.6,0.786,84,188,0.447,35,92,0.38,0.3,1.8,41.8,Sr,2.70803,112.452,3.9,,104.607,28.931,2.21425,-1.13977,1.1379,2.2414,3.3793,1.6552,0.8621,0.069,12.5862,6.51192,1,1.04350019,0.5765,0.3462,108.601,2.11974,131.06,1.14314,2.68239,-1.53925,1.07448,35.73560767590619
7331,Pure PG,2010,chris johnson,82.7,15.5,37.1,41.53,1.2,8.9,29.3,31.0,0.578,24,77,0.312,7,16,0.438,0.4,3.5,48.4,Fr,-0.751155,75.2722,4.6,,110.829,20.8,-5.58895,-0.341944,0.2,1.4667,1.6667,2.9,1.2,0.0667,3.1667,1.56533,4,1.77554656,0.3594,0.0769,105.53,1.12673,111.595,-6.36384,-4.41833,-1.94552,-5.9309,35.73560767590619
7332,Pure PG,2011,chris johnson,95.4,19.5,52.5,57.16,1.4,8.6,31.3,31.7,0.744,62,128,0.484,21,50,0.42,0.2,3.0,46.1,So,0.813193,94.2029,3.6,,109.66,29.6333,-1.32922,-1.36971,0.3333,2.1333,2.4667,4.4,1.5,0.0667,8.2667,3.32396,3,1.41935491,0.5802,0.3191,107.181,1.76814,154.376,-3.00098,-0.857576,-2.14341,-2.69893,35.73560767590619
7827,PF/C,2014,christian wood,105.4,18.5,45.7,50.51,7.3,18.6,5.1,13.2,0.8,37,67,0.552,11,50,0.22,6.8,1.5,29.9,Fr,0.722686,104.463,4.7,90.4,91.1127,13.0,-0.194655,3.11571,0.8667,2.3667,3.2333,0.3333,0.3333,0.9667,4.5,7.6291,4,0.62497657,0.6977,0.2917,92.8605,1.72555,85.7321,3.21582,-0.246291,3.46211,2.92105,31.741293532338315
7828,PF/C,2015,christian wood,105.3,26.5,52.5,56.56,10.4,22.7,8.5,17.2,0.731,155,279,0.556,25,88,0.284,8.0,0.6,42.5,So,3.38532,117.312,3.2,90.4,93.1696,32.6667,3.39767,0.95983,2.8485,7.1212,9.9697,1.303,0.3333,2.7273,15.7273,5.13674,3,0.5443001,0.6689,0.4252,94.0666,3.87095,225.504,4.05841,1.43628,2.62213,4.3575,31.741293532338315
7907,Stretch 4,2019,chuma okeke,119.1,20.9,57.7,59.8,11.0,16.6,12.6,16.6,0.722,113,197,0.574,54,139,0.388,5.5,3.7,26.8,So,4.058,127.534,2.6,90.8,89.9962,29.0789,6.70466,3.53418,2.7895,4.0526,6.8421,1.9211,1.8158,1.2105,12.0,7.40441,3,1.1231219,0.6992,0.3125,95.517,3.99589,242.856,12.5748,6.77449,5.80027,10.2388,
7908,Stretch 4,2018,chuma okeke,119.3,16.4,54.2,56.14,10.1,19.4,9.6,12.2,0.673,58,114,0.509,34,87,0.391,3.9,1.7,27.4,Fr,2.24575,117.777,3.6,90.8,94.6619,21.5882,3.66194,2.03239,2.0294,3.7647,5.7941,1.1176,0.6765,0.7353,7.5,6.44873,4,1.4073794,0.6098,0.2424,98.5646,2.60586,156.007,6.79129,3.50227,3.28902,5.69433,
8018,Combo G,2012,cj mccollum,114.5,32.7,49.9,55.93,5.0,17.4,25.4,12.4,0.813,192,393,0.489,60,172,0.349,1.8,4.6,42.7,Jr,5.1436,130.04,2.5,9.8,91.553,33.6765,8.27214,3.55188,1.4706,5.0882,6.5588,3.5294,2.6176,0.5588,22.3529,8.79588,2,1.51900161,0.6337,0.3756,89.3988,4.03645,274.887,10.254,6.74575,3.50824,11.824,71.37171286425018
8019,Wing G,2011,cj mccollum,104.2,32.1,44.7,52.26,6.1,18.8,16.0,14.4,0.845,162,372,0.435,52,165,0.315,2.0,4.1,43.4,So,3.74101,117.904,2.0,9.8,96.929,34.4839,5.5615,1.08093,1.9032,5.9032,7.8065,2.1613,2.4839,0.6774,21.8387,8.67357,3,0.76136961,0.5315,0.3755,93.7732,3.54663,260.023,4.79787,3.38142,1.41645,6.64243,71.37171286425018
8020,Combo G,2013,cj mccollum,115.7,35.0,58.0,62.75,4.0,14.5,25.1,14.7,0.849,63,130,0.485,33,64,0.516,1.2,2.7,37.6,Sr,5.50317,136.404,2.3,9.8,96.5057,31.0,9.03588,0.279008,1.0,4.0,5.0,2.9167,1.4167,0.3333,23.9167,10.3207,1,1.09374883,0.5397,0.4328,97.4339,3.16236,72.2165,6.97876,7.26103,-0.28227,9.31489,71.37171286425018
8021,Wing G,2010,cj mccollum,115.6,27.0,54.1,59.33,5.1,12.3,17.1,13.2,0.81,131,271,0.483,72,171,0.421,0.7,2.3,42.8,Fr,4.06522,122.751,1.8,9.8,104.864,31.8788,6.72617,-0.500785,1.3939,3.6061,5.0,2.3939,1.303,0.2121,19.1212,9.24141,4,1.19694996,0.6404,0.4066,100.137,2.37594,201.573,4.28034,5.38232,-1.10198,6.22539,71.37171286425018
8230,Combo G,2019,coby white,108.7,26.1,51.6,55.56,1.3,11.4,24.4,19.0,0.8,106,211,0.502,82,233,0.352,1.3,2.0,29.3,Fr,3.69748,124.886,2.7,95.2,92.0853,28.5714,4.71988,2.32854,0.3429,3.2,3.5429,4.0857,1.0857,0.3143,16.0571,12.289,4,1.52127942,0.6667,0.3571,98.1201,3.69208,202.343,6.65559,4.90054,1.75505,7.04842,40.93816631130064
8277,Wing G,2018,cody martin,116.5,21.5,53.7,56.88,5.9,13.6,24.0,15.0,0.701,179,324,0.552,15,51,0.294,4.5,2.7,39.2,Jr,4.28797,122.926,2.7,85.6,97.3842,35.6667,4.21742,2.64039,1.8056,4.4444,6.25,4.6944,1.6667,1.4722,14.0556,2.25624,2,2.31502103,0.758,0.3593,99.7017,3.91395,270.501,7.78471,4.16234,3.62237,6.85781,58.436389481165605
8278,Scoring PG,2019,cody martin,119.0,18.4,56.4,59.58,3.0,11.1,25.6,16.7,0.763,117,203,0.576,34,95,0.358,2.3,2.2,32.6,Sr,3.59768,117.562,2.9,85.6,93.9723,34.4412,3.0644,3.02049,0.9118,3.5294,4.4412,4.8529,1.3529,0.7059,12.0588,4.54837,1,2.57803864,0.7157,0.4356,95.2508,4.24096,231.781,6.17052,3.51245,2.65807,6.08489,58.436389481165605
8279,Wing F,2015,cody martin,96.6,22.2,47.5,48.45,8.9,10.5,21.8,23.1,0.529,28,52,0.538,0,7,0.0,2.9,2.6,28.8,Fr,0.68723,105.024,6.7,85.6,92.9989,11.3684,-0.0183298,3.37165,0.8947,1.1053,2.0,1.2105,0.4737,0.3158,3.4211,1.99696,4,1.27770745,0.6111,0.375,99.4463,1.33955,40.1655,4.33724,1.48188,2.85536,3.35332,58.436389481165605
8280,Wing G,2016,cody martin,104.0,15.3,47.6,50.04,7.1,11.2,15.8,20.5,0.597,75,160,0.469,3,7,0.429,1.7,2.8,40.1,So,1.14562,100.835,3.2,85.6,100.179,25.7576,0.575805,2.34075,1.7273,2.6364,4.3636,2.2727,1.2121,0.4242,6.0303,0.477529,3,1.6304613,0.6269,0.3548,106.58,2.55284,159.427,3.90831,1.62334,2.28496,2.91655,58.436389481165605
8301,C,2013,cody zeller,119.4,26.5,56.2,62.26,12.4,18.7,9.4,17.1,0.757,199,352,0.565,0,2,0.0,4.4,2.1,73.2,So,5.23894,136.731,3.0,98.2,83.5675,29.5278,6.89924,3.10171,2.8333,5.2222,8.0556,1.3056,1.0278,1.25,16.5,0.111637,3,0.58026669,0.6261,0.4348,88.1328,4.30792,237.616,9.61322,5.41262,4.2006,10.0009,46.01279317697228
8302,C,2012,cody zeller,127.0,24.2,62.3,66.45,11.3,16.8,9.5,14.4,0.755,200,321,0.623,0,0,0.0,4.3,2.9,67.3,Fr,5.39068,140.263,3.8,98.2,89.7389,28.4722,7.89301,3.05051,2.4167,4.1389,6.5556,1.25,1.3611,1.1667,15.6389,0.0,4,0.749985,0.7087,0.4066,94.7906,3.61699,222.304,11.0667,7.50783,3.55883,10.9435,46.01279317697228
8320,C,2010,cole aldrich,116.9,20.2,56.2,59.61,13.6,25.4,5.8,16.4,0.679,149,265,0.562,0,0,0.0,13.0,1.6,60.0,Jr,3.38383,122.431,3.8,94.8,77.6247,26.75,4.74326,5.24154,3.0556,6.7778,9.8333,0.8611,0.75,3.4722,11.2778,0.0,2,0.55354846,0.7302,0.4101,82.6828,4.50588,264.514,11.6948,3.18819,8.50663,9.9848,42.57285003553661
8322,Combo G,2020,cole anthony,97.6,29.0,45.1,50.15,1.4,16.4,23.9,19.6,0.75,82,204,0.402,49,141,0.348,0.9,2.1,37.1,Fr,3.44623,113.99,3.3,99.4,95.2872,34.8636,2.96996,1.3629,0.4545,5.2273,5.6818,3.9545,1.3182,0.2727,18.5,10.4405,4,1.12985713,0.5362,0.3333,101.245,3.85586,152.426,3.2216,2.6166,0.604996,4.33286,
8444,Scoring PG,2018,collin sexton,109.6,32.5,49.8,56.66,4.0,9.7,27.8,16.2,0.778,152,307,0.495,44,131,0.336,0.3,1.6,57.5,Fr,4.74253,133.448,3.3,99.2,98.1274,29.9394,5.4363,0.599108,1.0303,2.7273,3.7576,3.6061,0.8485,0.0909,19.1515,7.50048,4,1.29348259,0.5659,0.3952,104.341,3.25388,159.716,4.68534,5.11524,-0.429909,6.03541,37.85358919687279
8833,Combo G,2011,cory joseph,110.9,16.8,50.3,52.57,2.2,9.5,17.3,16.1,0.699,84,196,0.429,52,126,0.413,0.9,1.9,22.7,Fr,2.66713,110.158,2.2,98.0,89.5381,32.3889,2.52065,3.02652,0.6389,2.9167,3.5556,3.0278,1.0278,0.3056,10.4167,6.30356,4,2.01853339,0.4795,0.3984,94.0606,4.17314,198.743,6.62528,3.74323,2.88205,5.54717,46.936744847192614
9287,C,2016,damian jones,106.8,26.4,59.0,58.45,9.9,17.3,10.2,16.3,0.536,184,309,0.595,0,3,0.0,5.9,0.5,53.8,Jr,2.96524,120.73,5.0,82.8,90.1802,26.2424,2.73371,2.72329,2.2424,4.6364,6.8788,1.1515,0.2424,1.6364,13.8788,0.198424,2,0.58460679,0.731,0.4275,94.8238,3.50456,177.996,5.45568,1.70399,3.75169,5.45701,27.320540156361055
