,year,player_name,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,porpag,adjoe,Rec Rank,adrtg,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,unk,rimmade/(rimmade+rimmiss),drtg,dporpag,stops,bpm,obpm,dbpm,gbpm,rating
31474,2011,meyers leonard,79.1,17.5,48.3,51.46,4.6,12.8,3.3,33.1,28,57,0.491,0,1,0.0,5.2,1.1,29.3,Fr,-0.165376,80.4576,94.2,91.1222,8.2424,-6.91448,2.55613,0.303,0.9394,1.2424,0.1515,0.1515,0.3939,2.0606,0.222768,0.6923,98.6762,1.0202,48.9904,-1.48959,-4.74511,3.25552,-4.35835,29.69
31579,2012,michael carter williams,112.5,18.6,49.1,50.78,3.9,11.7,34.3,19.5,18,40,0.45,7,18,0.389,2.9,4.6,39.7,Fr,0.999347,113.671,95.0,86.2626,10.3462,2.4281,4.43866,0.3462,1.1154,1.4615,2.0769,0.7692,0.2692,2.6923,4.083,0.5909,89.7959,1.43225,57.4751,7.0076,3.80363,3.20397,6.86676,45.4
31746,2012,michael kidd gilchrist,111.8,21.3,51.1,57.05,10.3,16.1,10.8,19.6,147,275,0.535,13,51,0.255,2.8,1.9,58.9,Fr,3.64184,119.42,99.6,86.5498,31.125,3.86278,2.87296,2.575,4.85,7.425,1.875,0.975,0.925,11.9,2.44492,0.6993,90.971,4.29842,242.953,8.18856,5.00434,3.18423,6.73574,47.81
31983,2016,mikal bridges,125.2,14.4,59.1,63.3,5.7,12.4,7.5,12.2,63,88,0.716,23,77,0.299,3.6,3.1,45.5,Fr,2.36518,121.561,84.0,86.6959,20.325,3.52478,5.00786,0.9,2.3,3.2,0.875,1.05,0.65,6.35,5.62484,0.8143,92.0014,2.97133,171.493,10.5968,5.19129,5.40555,8.53264,57.48
32205,2010,mike muscala,107.0,21.3,47.4,51.89,7.6,16.2,7.5,11.2,110,231,0.476,6,20,0.3,9.6,0.7,28.7,Fr,1.62216,104.861,9.2,102.388,24.8333,0.717015,0.865896,1.6333,3.3,4.9333,0.7667,0.3,2.1667,9.8667,1.6452,0.6279,99.414,2.0441,146.557,1.67157,-1.42871,3.10028,1.58291,37.58
32397,2017,miles bridges,106.6,25.5,56.3,58.01,5.7,23.0,14.5,16.9,121,220,0.55,56,144,0.389,4.9,1.2,25.3,Fr,3.70524,121.197,97.8,89.0446,31.9643,6.17448,3.32584,1.4643,6.8214,8.2857,2.0714,0.6786,1.5357,16.8929,9.40134,0.696,95.9681,4.42432,197.051,8.43413,3.64606,4.78807,9.50032,46.58
32719,2013,montrezl harrell,114.5,16.7,57.7,57.09,11.4,14.6,2.5,12.7,97,168,0.577,0,0,0.0,4.9,1.9,37.5,Fr,1.68891,115.759,84.0,83.4225,16.2,3.33385,2.49359,1.575,2.05,3.625,0.2,0.5,0.675,5.65,0.0,0.6935,88.1774,2.3513,123.603,5.70546,2.23038,3.47508,5.82745,55.19
32749,2016,moritz wagner,107.7,17.6,62.7,62.18,9.3,13.2,3.1,20.5,34,48,0.708,2,11,0.182,2.7,1.4,30.5,Fr,0.556937,106.47,76.4,98.4756,8.6897,-3.27977,0.947082,0.6552,0.931,1.5862,0.1379,0.2069,0.2069,2.8966,2.66075,0.7442,103.263,0.915181,44.1697,0.0580361,-0.6493,0.707336,-2.33269,33.26
32978,2015,myles turner,109.4,23.8,48.8,55.61,7.2,24.9,6.2,16.6,100,195,0.513,17,62,0.274,12.3,0.8,43.6,Fr,2.57861,121.208,99.0,81.3327,22.2059,3.08008,5.45255,1.2941,5.2353,6.5294,0.5882,0.2941,2.6176,10.1471,5.20698,0.7407,85.3599,3.51116,185.417,7.38281,0.519533,6.86328,8.53262,41.62
33083,2019,nassir little,107.8,24.0,50.5,55.07,9.2,16.9,6.1,16.1,117,221,0.529,14,52,0.269,3.3,1.5,36.6,Fr,2.06833,120.333,99.6,90.2613,18.1944,2.44311,1.69912,1.5833,3.0278,4.6111,0.6389,0.5278,0.5278,9.8056,4.18961,0.6825,96.0253,2.46613,144.019,3.87487,1.85473,2.02014,4.14224,43.28
33448,2013,nerlens noel,109.0,18.2,59.0,58.26,10.4,22.3,9.5,19.1,98,166,0.59,0,0,0.0,13.2,3.9,62.7,Fr,2.61518,109.012,100.0,78.8597,31.875,3.95391,7.13561,2.7083,6.75,9.4583,1.5833,2.0833,4.4167,10.4583,0.0,0.7677,81.3956,5.17641,227.307,12.8608,2.47414,10.3866,11.0895,42.0
33815,2018,nickeil alexander walker,105.3,21.0,55.4,57.53,3.6,14.0,10.6,16.8,66,128,0.516,58,148,0.392,2.5,1.9,22.8,Fr,1.94488,110.068,92.2,97.6823,25.4545,2.70234,1.4768,0.697,3.1515,3.8485,1.4848,0.8485,0.5455,10.6667,10.0315,0.5922,101.74,2.77424,163.539,4.39723,2.10999,2.28724,4.17913,26.32
33920,2013,nik stauskas,121.9,16.4,59.6,63.05,2.1,9.6,7.8,14.3,58,116,0.5,79,180,0.439,0.8,1.2,28.0,Fr,3.955,122.565,78.2,95.9965,30.8421,5.31687,1.00394,0.5263,2.5263,3.0526,1.3684,0.5789,0.2368,11.1316,9.60529,0.6667,102.225,3.16947,171.721,6.76203,5.67386,1.08817,6.32081,21.33
34102,2014,noah vonleh,109.1,21.5,56.0,60.43,10.8,27.3,4.9,21.8,97,183,0.53,16,33,0.485,5.4,1.9,62.0,Fr,2.41123,114.674,98.0,86.69,26.4667,2.72525,3.33363,2.3667,6.6,8.9667,0.6,0.8667,1.3667,11.2667,2.41028,0.5984,90.6372,3.93211,195.609,5.27582,0.682888,4.59293,6.05888,34.15
34173,2012,norman powell,96.8,15.7,45.6,46.58,1.9,13.7,12.2,15.9,32,79,0.405,24,70,0.343,1.8,1.6,9.4,Fr,0.50024,93.8512,89.6,97.1725,17.6875,-0.34388,0.895745,0.2812,2.0,2.2812,1.1562,0.4688,0.2812,4.5312,7.5926,0.5135,99.0608,1.7907,92.0277,0.806276,-0.142067,0.948342,0.551865,33.45
34282,2016,og anunoby,114.2,17.6,62.5,60.68,11.4,11.7,6.6,19.7,53,87,0.609,13,29,0.448,5.6,3.4,36.2,Fr,1.21616,113.586,41.4,92.4393,13.7059,3.36225,3.60479,1.2353,1.4118,2.6471,0.5294,0.7941,0.7647,4.8529,3.59206,0.6622,96.7728,1.73042,101.575,7.95513,3.58777,4.36735,6.96704,51.4
34727,2012,pat connaughton,110.0,15.6,52.5,54.67,4.9,16.7,7.9,12.2,44,81,0.543,41,120,0.342,0.6,1.3,18.4,Fr,1.76785,107.136,80.8,94.7319,24.1176,2.39116,1.08071,0.9706,3.4412,4.4118,0.8824,0.5,0.1471,7.0294,9.48861,0.6852,98.7538,2.6076,137.119,2.91048,1.97325,0.937229,3.47187,42.13
34821,2015,patrick mccaw,103.4,19.3,51.8,53.79,2.9,8.6,17.5,17.3,47,105,0.448,57,151,0.377,1.1,2.9,20.3,Fr,1.89573,106.046,60.6,98.9902,29.5938,2.25394,1.04529,0.7188,2.5312,3.25,2.6875,1.5,0.3125,9.5938,10.132,0.5614,100.476,2.88467,152.758,3.5434,3.07866,0.464734,3.29923,23.07
35086,2011,perry jones iii,108.7,21.3,54.7,57.68,9.6,15.9,7.5,19.0,155,279,0.556,2,10,0.2,3.0,0.9,43.9,Fr,3.25933,114.12,98.8,95.7841,33.8621,2.41683,0.507393,2.5862,4.5862,7.1724,1.1379,0.5172,0.8966,13.8966,0.602041,0.8505,97.7252,3.64363,172.136,2.50737,1.54514,0.962232,2.92422,21.52
35395,2018,pj washington,105.5,21.3,52.7,55.76,7.9,14.8,10.4,18.8,129,238,0.542,5,21,0.238,3.5,1.6,80.3,Fr,2.43499,113.541,97.2,93.9672,27.3514,2.00191,2.5152,1.8108,3.8919,5.7027,1.5405,0.7568,0.8378,10.7838,1.1812,0.66,100.072,3.35611,196.468,5.42862,2.25743,3.1712,4.51712,42.24
35645,2012,quinn cook,117.9,20.9,46.6,52.41,1.8,8.0,31.5,13.0,33,60,0.55,14,56,0.25,0.5,2.1,42.2,Fr,1.60556,125.454,93.6,96.6754,11.7273,4.00236,0.826062,0.1818,0.8485,1.0303,1.9091,0.4242,0.0606,4.4242,8.43636,0.72,102.237,1.19843,62.1373,3.89808,4.93281,-1.03473,4.82843,14.57
36165,2011,ray mccallum,109.1,23.1,48.0,53.75,4.9,10.6,29.4,19.0,109,227,0.48,25,78,0.321,0.5,2.7,64.9,Fr,3.25766,114.857,95.0,102.413,33.3438,3.5975,0.140181,1.3438,3.3438,4.6875,4.9375,1.5938,0.1562,13.4062,4.12776,0.5617,103.062,2.79266,193.742,3.83692,4.24921,-0.412292,3.73768,26.46
36319,2011,reggie bullock,103.4,20.2,45.3,46.13,5.9,13.6,7.5,9.0,33,71,0.465,29,98,0.296,0.7,2.5,13.6,Fr,1.09602,108.017,97.2,88.1859,14.5185,2.75804,2.64626,0.8148,2.0,2.8148,0.5926,0.6667,0.1111,6.1481,13.6379,0.4545,93.9454,1.95175,82.9402,5.59167,3.68159,1.91008,5.40431,36.92
36791,2019,rj barrett,108.0,31.3,50.6,53.19,4.8,17.2,23.5,15.9,246,465,0.529,73,237,0.308,1.2,1.4,31.9,Fr,5.37716,131.547,100.0,89.0179,35.2632,5.86672,1.30984,1.5526,6.0263,7.5789,4.3158,0.8947,0.4211,22.6316,9.60522,0.6412,95.1227,4.9322,254.326,5.93047,4.58557,1.3449,7.17656,32.54
37231,2012,rodney hood,113.2,16.1,52.4,53.51,3.5,13.3,11.9,10.8,80,158,0.506,47,129,0.364,1.3,0.8,14.3,Fr,2.68116,109.801,94.4,101.833,32.8125,2.77567,0.120008,0.9688,3.8125,4.7812,2.0,0.4062,0.4375,10.25,7.46548,0.6667,104.614,2.72746,158.152,3.52772,3.30626,0.221459,2.89568,29.99
37245,2010,rodney mcgruder,126.0,13.6,59.1,61.03,9.8,15.0,7.8,15.1,28,50,0.56,18,43,0.419,2.6,1.4,26.9,Fr,1.46629,120.59,79.0,90.7629,12.303,6.1391,2.05841,1.1212,1.6364,2.7576,0.5152,0.303,0.303,3.8788,5.85739,0.7391,97.5746,1.5031,76.2644,7.40763,4.87837,2.52927,8.19751,23.78
37445,2014,rondae hollis jefferson,113.1,20.4,49.4,54.44,10.4,15.7,11.0,13.9,119,237,0.502,2,10,0.2,4.3,1.8,61.1,Fr,2.69047,119.404,97.2,84.1936,25.2632,2.86751,4.57465,2.1842,3.4737,5.6579,1.4474,0.7368,1.0526,9.1316,0.646312,0.697,88.6868,3.936,189.697,8.51251,2.76207,5.75044,7.44216,43.95
37675,2012,ryan anderson,96.8,22.8,47.2,50.84,6.7,23.4,8.8,14.1,102,205,0.498,23,84,0.274,2.0,0.9,38.1,Fr,1.84163,103.683,73.4,98.9646,29.871,1.45391,-0.432615,1.5806,5.8065,7.3871,0.9677,0.4516,0.5484,11.1935,5.62042,0.6633,101.819,2.80449,176.825,-0.171271,-0.493809,0.322538,1.02129,46.01
37813,2010,ryan kelly,98.0,12.1,41.1,42.84,3.1,16.1,10.1,18.1,11,26,0.423,5,19,0.263,6.2,2.2,13.3,Fr,0.132902,91.8161,97.0,83.4775,6.2857,-1.75907,5.14982,0.1714,0.9143,1.0857,0.3714,0.2286,0.4,1.1714,5.17341,0.75,87.6362,0.938486,48.5111,6.45355,-0.020259,6.4738,3.39075,24.76
38115,2013,sam dekker,116.7,21.8,57.9,59.67,6.3,11.4,14.1,14.2,68,119,0.571,50,128,0.391,1.8,1.9,28.7,Fr,3.06724,125.475,97.8,85.5384,22.2857,6.8034,3.61965,1.2286,2.1429,3.3714,1.3429,0.6571,0.4,9.5714,10.6914,0.7105,91.5261,3.07755,128.848,8.34152,5.05216,3.28936,10.423,23.15
38814,2013,shabazz muhammad,107.1,28.2,48.7,52.82,9.9,8.5,5.8,10.5,162,350,0.463,40,106,0.377,0.4,1.3,39.5,Fr,4.18108,124.768,99.8,98.5396,30.8438,5.4274,-1.6276,2.7188,2.5,5.2188,0.8438,0.7188,0.125,17.875,6.16621,0.6371,103.412,2.8948,147.485,1.84634,3.93685,-2.09052,3.7998,27.18
38818,2011,shabazz napier,103.0,20.9,45.6,50.7,3.0,7.8,24.1,22.6,54,129,0.419,46,141,0.326,0.5,4.2,35.6,Fr,1.93403,110.104,83.8,90.6274,23.8049,2.0609,3.37477,0.6341,1.7805,2.4146,3.0244,1.6098,0.122,7.8049,8.89296,0.5,97.1752,2.94459,180.847,5.99911,3.60676,2.39235,5.43567,43.45
38828,2018,shai gilgeous alexander,114.1,22.8,51.6,57.87,3.2,10.0,28.8,19.8,160,320,0.5,23,57,0.404,1.7,2.8,46.2,Fr,4.34397,125.039,94.0,94.6415,33.7297,5.06269,3.04908,0.8919,3.2432,4.1351,5.1081,1.6486,0.4865,14.3784,2.59924,0.5934,100.791,4.06009,235.269,7.76378,4.95128,2.8125,8.11177,46.31
38833,2016,shake milton,119.0,15.0,58.6,60.29,1.1,8.9,14.0,18.8,61,115,0.53,52,122,0.426,1.0,1.5,21.5,Fr,2.97578,114.173,82.2,99.2578,32.6667,2.37572,1.33646,0.3,2.6667,2.9667,2.7333,0.8,0.2667,10.5,7.49165,0.7115,100.473,3.36656,151.802,3.66102,3.04846,0.612566,3.71218,29.83
38904,2012,shane larkin,98.5,19.4,43.8,50.37,2.6,8.8,19.2,23.2,41,104,0.394,32,99,0.323,0.3,3.7,34.5,Fr,1.41794,102.021,76.8,94.9353,25.625,0.211972,2.446,0.5625,1.9375,2.5,2.5312,1.5625,0.0625,7.4375,7.42518,0.5192,98.5844,2.72926,150.22,3.31989,1.61608,1.70381,2.65798,32.43
39435,2016,skal labissiere,105.5,20.9,51.6,54.0,7.3,14.6,3.6,16.3,98,188,0.521,0,2,0.0,10.3,0.9,32.6,Fr,1.32904,112.492,99.8,91.4025,15.75,-1.36423,3.46701,0.9722,2.1667,3.1389,0.3056,0.25,1.6389,6.5833,0.206139,0.6607,95.6059,2.03132,118.717,5.09141,0.0929794,4.99843,2.10278,33.27
39477,2010,solomon hill,97.2,17.5,50.3,55.04,7.6,12.8,13.5,26.8,70,133,0.526,4,18,0.222,0.5,1.4,51.7,Fr,1.07081,98.2041,91.8,98.5153,25.3226,-0.462597,0.618565,1.5484,2.8387,4.3871,1.6774,0.6129,0.129,6.6774,1.34001,0.6714,104.206,2.40132,131.538,1.75843,0.491045,1.26738,0.155969,34.07
39520,2012,spencer dinwiddie,110.6,19.1,49.6,57.39,2.9,11.5,12.5,15.9,52,138,0.377,42,94,0.447,1.1,1.7,59.1,Fr,2.58132,112.621,73.8,95.9274,27.7353,2.34027,1.7551,0.6471,2.8529,3.5,1.6176,0.7647,0.2647,10.0294,6.06102,0.4848,99.0864,2.91706,159.66,4.20266,2.53048,1.67218,4.09537,48.81
39614,2015,stanley johnson,108.0,26.0,50.1,55.1,8.9,19.1,11.6,17.4,131,274,0.478,43,116,0.371,1.6,3.2,45.6,Fr,3.25537,120.461,99.6,82.5525,28.4474,4.5269,3.85374,1.9737,4.5263,6.5,1.6579,1.5,0.3947,13.7632,6.39449,0.5378,86.6693,4.41275,234.531,8.8059,4.11077,4.69513,8.38064,28.74
39822,2014,sterling brown,100.5,14.4,53.5,54.41,8.1,14.4,10.1,25.0,43,81,0.531,17,47,0.362,1.9,2.3,32.8,Fr,0.507345,95.8334,78.4,92.4842,19.4324,0.580972,2.68652,1.2162,2.5405,3.7568,1.0811,0.7297,0.2973,4.3514,3.93219,0.6,94.41,2.50837,135.892,4.11965,0.857067,3.26258,3.2675,28.37
39930,2013,steven adams,109.7,18.0,57.1,55.46,15.3,19.1,5.4,16.9,100,175,0.571,0,0,0.0,11.2,1.9,40.0,Fr,1.99486,109.998,99.2,83.1502,23.4062,3.36616,3.72734,2.8125,3.5312,6.3438,0.625,0.6562,2.0312,7.2188,0.0,0.6589,86.5013,3.44551,158.07,9.76937,2.06394,7.70544,7.0935,48.08
40349,2011,tarik black,106.0,20.9,52.8,54.67,14.4,11.3,3.2,16.3,122,231,0.528,0,0,0.0,7.3,2.0,54.5,Fr,1.75354,108.833,87.8,95.2126,22.6286,0.289426,1.23929,2.7429,2.2857,5.0286,0.3429,0.7714,1.6,9.0857,0.0,0.6325,97.7187,2.46385,150.266,2.89374,0.274618,2.61912,1.52872,27.38
40661,2016,terence davis,95.1,16.1,48.3,46.12,4.8,10.0,8.8,13.4,10,19,0.526,3,11,0.273,1.7,3.0,63.3,Fr,0.155386,94.4083,66.0,98.9654,6.9474,-2.61878,1.60356,0.3158,0.6316,0.9474,0.3158,0.3684,0.1053,1.8947,4.76564,0.625,101.163,0.718305,25.8565,0.456218,-0.396528,0.852746,-1.01523,50.1
40807,2011,terrence jones,105.6,27.8,47.0,51.17,9.0,22.1,10.3,13.6,180,387,0.465,26,79,0.329,6.0,2.2,52.1,Fr,3.85608,121.685,98.4,84.1061,31.4737,3.90817,3.21055,2.4211,6.4211,8.8421,1.5789,1.1316,1.8947,15.6579,3.98144,0.6645,89.1825,4.6613,280.458,6.84804,2.62034,4.2277,7.11872,26.18
40818,2011,terrence ross,117.9,19.4,53.9,55.56,5.3,12.3,9.6,11.6,58,105,0.552,44,125,0.352,2.0,1.8,14.3,Fr,2.15818,122.184,93.8,93.7937,17.4412,4.15216,1.47316,0.8529,1.9706,2.8235,0.9706,0.5588,0.3529,8.0294,11.686,0.7333,98.3958,1.99062,110.908,5.56967,4.62625,0.943416,5.62533,38.78
40879,2014,terry rozier,116.0,18.5,47.8,50.45,4.4,13.7,16.6,9.7,57,135,0.422,36,97,0.371,0.3,3.2,22.4,Fr,1.87007,116.836,94.2,86.7702,18.8919,2.63681,3.84259,0.7568,2.3243,3.0811,1.8108,1.027,0.0541,7.0,7.93298,0.5286,88.9598,2.81317,139.093,6.555,3.29361,3.26139,6.4794,45.81
41078,2010,thomas robinson,88.1,24.8,48.5,46.93,17.2,23.0,6.7,25.3,33,68,0.485,0,0,0.0,7.7,1.7,63.2,Fr,0.271294,96.7849,94.6,80.6622,7.1212,-4.04083,1.5962,1.0303,1.6364,2.6667,0.2727,0.2121,0.5455,2.5152,0.0,0.6,85.828,1.12428,58.7087,1.9088,-2.19677,4.10557,-2.44464,28.15
41168,2010,tim frazier,89.4,22.0,42.0,47.41,2.4,13.2,26.6,26.4,42,108,0.389,9,24,0.375,0.4,2.6,48.5,Fr,0.597381,95.1235,66.2,97.3539,18.3871,-3.58086,0.859524,0.3548,1.9677,2.3226,2.3548,0.7419,0.0645,4.9677,2.68245,0.4655,101.749,1.85245,101.457,-1.13262,-1.94254,0.809915,-2.72133,31.81
41175,2011,tim hardaway jr,109.8,24.3,52.4,56.04,3.0,11.7,12.6,11.1,80,167,0.479,76,203,0.374,0.6,2.1,31.6,Fr,3.75257,121.503,68.0,92.5654,30.9118,5.17239,2.06455,0.7353,2.9706,3.7059,1.7353,1.0,0.1471,14.0294,12.4826,0.7213,100.338,3.65885,175.922,6.20685,4.84499,1.36186,7.23695,40.04
41377,2011,tj mcconnell,114.5,17.6,56.0,57.57,2.7,11.3,26.6,18.2,91,166,0.548,36,93,0.387,0.5,5.1,23.2,Fr,2.64628,111.342,30.6,89.1415,30.7742,2.51592,4.55156,0.7419,3.0968,3.8387,4.3226,2.8065,0.129,10.6774,5.43696,0.6154,90.5968,3.98676,222.705,6.27522,3.36094,2.91428,7.06748,44.05
41416,2013,tj warren,125.4,18.5,64.5,63.78,9.6,8.1,5.9,11.2,172,272,0.632,14,27,0.519,1.5,2.6,24.1,Fr,3.95168,127.619,95.6,98.7874,26.9714,5.80996,1.28453,2.1143,2.0571,4.1714,0.8,1.2,0.4286,12.1429,1.65045,0.7535,103.595,2.52882,160.227,6.78402,6.21468,0.569337,7.09449,41.94
41441,2011,tobias harris,109.5,25.9,48.9,53.96,7.5,20.6,10.4,14.3,162,326,0.497,23,76,0.303,3.4,1.4,42.3,Fr,3.69915,123.031,99.0,91.867,29.2059,5.33543,1.37966,1.9706,5.2941,7.2647,1.2941,0.7059,0.8529,15.3235,4.52936,0.6643,97.8243,3.5272,197.759,4.80112,2.71068,2.09044,6.7151,45.67
41623,2017,tony bradley,123.3,21.4,56.4,58.21,18.2,19.0,7.4,11.5,97,172,0.564,0,0,0.0,4.6,1.0,57.6,Fr,2.2608,132.834,95.2,89.8191,14.6053,5.13508,1.73424,2.5789,2.5526,5.1316,0.6053,0.2632,0.5789,7.0789,0.0,0.75,96.9021,1.96324,112.527,8.31686,5.25593,3.06093,6.86932,41.14
41688,2013,tony parker,96.7,19.7,54.1,52.49,6.5,13.8,0.9,14.1,33,61,0.541,0,0,0.0,4.1,0.6,52.5,Fr,0.339754,101.091,95.4,95.4459,6.2727,-5.32275,0.145565,0.3636,0.8182,1.1818,0.0303,0.0606,0.2727,2.4242,0.0,0.5909,99.5436,0.653063,37.3391,-3.45789,-2.47459,-0.983296,-5.17719,30.6
41700,2011,tony snell,101.2,14.5,48.0,51.34,3.4,9.5,9.4,19.9,18,44,0.409,29,84,0.345,1.2,0.5,26.6,Fr,0.567422,95.7064,19.6,100.077,17.5758,0.8701,0.0689719,0.4848,1.4545,1.9394,0.8788,0.1515,0.1818,4.4848,8.65807,0.44,103.268,1.61306,83.3956,0.930171,0.699809,0.230362,0.939072,27.28
41723,2012,tony wroten,95.7,32.1,45.3,48.83,8.0,9.8,24.5,21.8,189,391,0.483,9,56,0.161,1.2,3.5,59.1,Fr,2.76456,112.145,96.4,93.6772,30.3429,2.30166,1.69946,2.2857,2.7429,5.0286,3.7143,1.8857,0.3714,15.9714,2.97052,0.5776,97.047,3.41557,215.125,4.17926,1.85641,2.32285,4.00112,19.9
41854,2018,trae young,112.1,38.4,51.9,58.62,1.3,9.9,48.3,20.0,143,290,0.493,118,327,0.361,0.7,2.5,44.4,Fr,7.00052,145.446,95.6,100.301,35.4062,9.41387,0.738749,0.4375,3.4688,3.9062,8.6562,1.6875,0.25,27.375,15.0708,0.5224,106.864,3.53946,216.691,9.94112,9.5331,0.408018,10.1526,55.94
42297,2012,treveon graham,102.6,24.1,45.6,50.4,9.5,13.3,7.3,14.3,49,110,0.445,26,83,0.313,1.7,2.7,62.2,Fr,1.40079,109.929,21.2,92.3947,16.7778,1.74374,0.693259,1.4444,1.7778,3.2222,0.5556,0.75,0.25,7.0,8.38967,0.527,92.0593,1.96313,109.448,2.40636,1.77673,0.629627,2.437,21.31
42447,2012,trey burke,106.6,26.9,50.9,54.41,2.3,9.8,29.1,18.8,119,242,0.492,57,160,0.356,1.3,1.6,30.6,Fr,4.45924,121.176,81.6,96.2862,36.6364,5.00522,1.0191,0.6364,2.8182,3.4545,4.7273,0.9091,0.3939,15.1818,8.69076,0.6809,102.512,3.77885,185.96,5.39436,4.24728,1.14708,6.02433,34.17
42527,2015,trey lyles,112.6,20.6,49.6,54.26,9.9,16.1,9.2,15.0,113,211,0.536,4,29,0.138,2.1,1.4,42.5,Fr,2.47689,118.732,97.8,80.7753,23.0,3.61558,3.10483,1.8056,3.4167,5.2222,1.0556,0.5278,0.4444,8.6944,2.18574,0.7841,85.2659,3.68296,154.613,7.23508,3.72842,3.50666,6.72041,30.85
42672,2011,tristan thompson,107.4,23.1,54.6,53.65,13.9,13.6,8.0,14.5,172,315,0.546,0,0,0.0,7.2,1.8,82.9,Fr,3.18197,116.101,97.8,84.3695,30.9444,4.0139,3.79762,3.8333,4.0,7.8333,1.25,0.9444,2.3889,13.0833,0.0,0.7239,88.6309,4.53819,237.951,9.71642,3.73655,5.97987,7.81152,36.83
42713,2010,troy daniels,122.7,14.8,52.0,54.0,2.2,9.2,6.8,5.1,3,8,0.375,15,41,0.366,1.2,0.7,12.2,Fr,0.611269,115.036,60.4,103.254,6.0385,1.83025,-1.1778,0.1154,0.5,0.6154,0.2308,0.0769,0.0769,2.1538,15.3637,1.0,102.941,0.484853,21.583,1.10928,3.26198,-2.1527,0.652448,27.51
43005,2014,tyler ennis,114.5,22.7,45.3,51.07,2.6,9.0,32.5,13.8,118,275,0.429,30,85,0.353,0.7,3.9,41.4,Fr,4.27438,123.033,95.6,92.6229,35.7353,4.48187,3.5142,0.7941,2.5882,3.3824,5.5294,2.1176,0.1765,12.9412,4.5863,0.5528,97.6955,4.56203,202.885,6.86227,4.85439,2.00787,7.99607,34.56
43048,2019,tyler herro,118.2,20.0,53.6,58.03,1.6,14.0,15.2,14.8,126,234,0.538,60,169,0.355,1.1,2.0,23.1,Fr,4.19748,124.79,92.8,90.7113,32.6216,4.61711,3.45699,0.4054,4.0811,4.4865,2.4865,1.1081,0.3243,14.027,8.34073,0.6667,96.8156,4.35662,222.631,7.81611,4.78189,3.03422,8.0741,40.94
43070,2011,tyler johnson,91.4,19.2,44.5,46.9,8.3,11.2,23.9,26.5,43,82,0.524,4,28,0.143,2.0,3.9,44.5,Fr,0.295492,91.3415,29.4,98.8585,16.8333,-0.674299,1.50338,1.2667,1.6,2.8667,2.0,1.1,0.3,4.1667,3.24643,0.6304,99.0642,1.63273,98.5488,0.960649,-0.699336,1.65998,0.82908,34.92
43559,2015,tyus jones,121.8,19.9,48.9,57.49,1.8,9.9,27.5,17.4,88,200,0.44,47,124,0.379,0.2,2.7,50.0,Fr,4.78888,128.348,98.6,91.4497,33.8974,5.61301,2.78366,0.4872,3.0256,3.5128,5.5641,1.5128,0.0769,11.8205,5.64527,0.5862,98.3377,4.202,223.713,8.58766,6.36463,2.22302,8.39666,40.68
43737,2011,victor oladipo,107.3,23.0,57.1,58.6,10.9,14.8,10.5,20.3,80,135,0.593,8,26,0.308,1.5,3.6,52.8,Fr,1.80293,115.24,73.0,93.8384,18.0,3.56299,1.811,1.5938,2.125,3.7188,0.875,1.0625,0.2188,7.375,2.75542,0.6293,100.079,2.05868,115.471,5.27156,3.12632,2.14524,5.37399,51.27
44013,2018,wendell carter jr,121.5,23.4,59.1,62.81,12.8,23.1,13.0,18.2,160,273,0.586,19,46,0.413,7.6,1.7,52.7,Fr,4.21939,133.412,98.8,87.1812,26.8378,5.9064,4.45957,2.9459,6.1081,9.0541,2.0,0.8108,2.0541,13.5405,2.61512,0.6857,92.0353,3.90976,243.593,11.6474,5.02887,6.6185,10.366,36.72
44151,2011,will barton,98.8,23.1,47.8,50.18,5.4,12.9,19.5,20.6,128,243,0.527,39,147,0.265,1.6,2.9,21.3,Fr,1.86938,104.072,97.6,95.1807,30.5714,1.41282,1.42018,1.4,3.5429,4.9429,2.8286,1.5429,0.4857,12.3143,7.86742,0.6286,97.6859,3.33204,203.291,3.21681,1.36481,1.85201,2.833,36.78
44391,2013,willie cauley stein,103.5,19.9,62.1,57.66,12.0,17.2,8.0,20.8,105,169,0.621,0,0,0.0,8.4,2.1,50.9,Fr,1.75236,106.872,91.6,87.4122,23.5517,2.19092,3.18567,2.3103,3.8621,6.1724,0.931,0.8276,2.069,8.3448,0.0,0.8119,90.3763,3.11882,155.769,6.29739,1.47138,4.82601,5.37659,38.29
44840,2017,zach collins,120.6,24.8,67.6,70.32,12.2,23.2,4.4,20.2,125,186,0.672,10,21,0.476,9.8,1.5,71.5,Fr,2.57928,130.93,94.2,77.1749,17.2308,4.31375,5.66437,1.6923,4.2051,5.8974,0.4103,0.4615,1.7692,10.0,1.74739,0.748,79.0742,3.09468,185.367,9.54386,2.60042,6.94344,9.97812,22.92
44945,2014,zach lavine,107.3,19.0,52.4,54.48,2.4,9.5,12.6,13.9,79,160,0.494,48,128,0.375,0.8,2.1,23.6,Fr,1.84098,110.171,90.0,98.8807,24.4324,1.46349,0.535932,0.4865,2.0541,2.5405,1.7838,0.8919,0.1622,9.4324,8.06163,0.5667,103.564,2.59395,148.504,2.74348,2.46177,0.281707,1.99942,38.83
